arm_id;arm_data_ini;arm_data_fin;arm_altezza;arm_lunghezza_sbraccio;arm_numero_lampade;arm_lmp_potenza_nominale;tar_cod;tar_descr;tmo_id;tpo_cod;tpo_descr;sgn_id;sgn_data_inserimento;tcs_id;tcs_descr;tci_id;tci_descr
157403;18/9/2018;13/2/2026;820.0;0.0;1.0;100.0;AS;Armatura stradale;53.0;TP;Testapalo;;;;;;
879411;1/6/2022;31/12/2023;300.0;0.0;1.0;70.0;SF;Sfera;189.0;NN;Non noto;;;;;;
497516;1/6/2018;15/6/2022;800.0;0.0;1.0;70.0;AS;Armatura stradale;613.0;SB;Sbraccio su palo;;;;;;
570875;20/5/2020;31/10/2024;700.0;100.0;1.0;100.0;AS;Armatura stradale;225.0;SB;Sbraccio su palo;;;;;;
286798;10/11/2016;31/12/2019;0.0;0.0;1.0;150.0;AS;Armatura stradale;241.0;TP;Testapalo;;;;;;
158248;18/9/2018;13/2/2026;1120.0;20.0;1.0;250.0;AS;Armatura stradale;241.0;TP;Testapalo;;;;;;
1018121;1/7/2021;13/2/2026;;;1.0;26.0;SF;Sfera;189.0;TP;Testapalo;;;;;;
1193329;1/4/2025;13/2/2026;0.0;;1.0;20.0;PR;Proiettore;1282.0;AT;A terra;;;;;;
415015;8/8/2019;31/12/2019;800.0;;1.0;55.0;AS;Armatura stradale;774.0;TP;Testapalo;;;;;;
553266;19/12/2019;13/2/2026;700.0;0.5;1.0;35.0;AS;Armatura stradale;189.0;SB;Sbraccio su palo;;;;;;
1298775;1/1/2025;13/2/2026;900.0;300.0;1.0;75.0;AS;Armatura stradale;3360.0;SB;Sbraccio su palo;;;;;;
252203;21/9/2016;31/12/2019;1000.0;0.0;1.0;150.0;AS;Armatura stradale;189.0;TP;Testapalo;;;;;;
34953;1/1/2018;31/12/2020;1000.0;150.0;1.0;70.0;AS;Armatura stradale;68.0;SB;Sbraccio su palo;;;;;;
864688;1/1/2022;13/2/2026;800.0;150.0;1.0;28.0;AS;Armatura stradale;2781.0;SB;Sbraccio su palo;;;;;;
524879;1/1/2020;29/2/2024;600.0;0.0;1.0;50.0;AS;Armatura stradale;613.0;TP;Testapalo;;;;;;
1200906;1/4/2025;13/2/2026;900.0;75.0;1.0;150.0;AS;Armatura stradale;1180.0;SB;Sbraccio su palo;;;;;;
1096789;1/9/2023;13/2/2026;400.0;0.0;1.0;15.5;AS;Armatura stradale;1745.0;TP;Testapalo;;;;;;
1127650;1/1/2025;13/2/2026;;;1.0;70.0;AS;Armatura stradale;8.0;;;;;;;;
1268122;1/1/2026;13/2/2026;400.0;;1.0;9.0;PR;Proiettore;1344.0;TP;Testapalo;;;;;;
159968;18/9/2018;13/2/2026;320.0;0.0;1.0;30.0;AS;Armatura stradale;754.0;TP;Testapalo;;;;;;
574736;20/5/2020;30/11/2022;0.0;0.0;1.0;100.0;AS;Armatura stradale;7.0;SB;Sbraccio su palo;;;;;;
1228893;1/1/2025;13/2/2026;800.0;0.0;1.0;33.8;AS;Armatura stradale;750.0;TP;Testapalo;;;;;;
1302517;1/1/2022;13/2/2026;700.0;100.0;1.0;72.0;AS;Armatura stradale;749.0;SB_DR;Sbraccio attacco dritto;;;;;;
518853;1/1/2020;30/6/2021;800.0;0.0;1.0;100.0;AS;Armatura stradale;613.0;TP;Testapalo;;;;;;
467066;1/1/2020;13/2/2026;450.0;50.0;1.0;20.0;AU;Arredo urbano;613.0;SB;Sbraccio su palo;;;;;;
1136489;1/3/2025;13/2/2026;;;1.0;150.0;AU;Arredo urbano;2065.0;;;;;;;;
197766;28/6/2016;31/12/2021;3000.0;0.0;1.0;1000.0;PR;Proiettore;1164.0;TP;Testapalo;;;;;;
73392;1/1/2018;19/5/2020;0.0;0.0;1.0;18.0;NN;Non noto;189.0;SF;Soffitto;;;;;;
813160;1/1/2022;31/12/2025;800.0;;1.0;37.0;AS;Armatura stradale;1379.0;TP;Testapalo;;;;;;
106484;1/1/2018;31/10/2020;900.0;0.0;1.0;21.0;AS;Armatura stradale;754.0;TP;Testapalo;;;;;;
283109;17/10/2016;30/4/2021;0.0;0.0;1.0;100.0;NN;Non noto;104.0;NN;Non noto;;;;;;
1204463;1/4/2025;13/2/2026;;;1.0;61.0;AS;Armatura stradale;2443.0;SB;Sbraccio su palo;;;;;;
387414;10/7/2019;31/12/2022;900.0;0.0;1.0;70.0;AS;Armatura stradale;104.0;TP;Testapalo;;;;;;
888687;1/12/2021;31/12/2023;650.0;0.0;1.0;100.0;AS;Armatura stradale;189.0;NN;Non noto;;;;;;
510205;1/1/2020;31/12/2022;1000.0;0.0;1.0;150.0;AS;Armatura stradale;23.0;TP;Testapalo;;;;;;
80668;1/1/2018;13/2/2026;650.0;0.0;1.0;21.0;AS;Armatura stradale;550.0;TP;Testapalo;;;;;;
906999;1/1/2023;31/12/2023;550.0;;1.0;70.0;AU;Arredo urbano;1535.0;PI;Pipetta;;;;;;
230622;1/8/2016;31/12/2019;0.0;0.0;1.0;250.0;NN;Non noto;189.0;SO;Sospensione;;;;;;
1161889;1/1/2025;13/2/2026;0.0;0.0;1.0;78.0;AS;Armatura stradale;550.0;NN;Non noto;;;;;;
420807;1/10/2019;31/10/2020;800.0;0.0;1.0;250.0;AS;Armatura stradale;611.0;SB;Sbraccio su palo;;;;;;
573648;20/5/2020;31/12/2020;0.0;0.0;1.0;22.0;AU;Arredo urbano;189.0;NN;Non noto;;;;;;
638638;1/11/2020;13/2/2026;500.0;0.0;1.0;28.0;AS;Armatura stradale;774.0;TP;Testapalo;;;;;;
919715;1/1/2023;13/2/2026;;;1.0;12.0;NN;Non noto;189.0;NN;Non noto;;;;;;
131791;1/1/2018;31/10/2020;600.0;50.0;1.0;38.0;AS;Armatura stradale;755.0;SB;Sbraccio su palo;;;;;;
663445;1/1/2021;10/4/2022;0.0;0.0;1.0;24.0;PL;Plafoniera;383.0;MU;A muro o parete;;;;;;
390880;10/7/2019;31/12/2022;1000.0;0.0;1.0;250.0;AS;Armatura stradale;1220.0;TP;Testapalo;;;;;;
1229674;1/1/2025;13/2/2026;800.0;250.0;1.0;72.0;AS;Armatura stradale;750.0;SB;Sbraccio su palo;;;;;;
267155;17/10/2016;31/12/2021;400.0;0.0;1.0;125.0;SF;Sfera;170.0;TP;Testapalo;;;;;;
354343;29/5/2017;30/12/2021;350.0;50.0;1.0;125.0;SF;Sfera;599.0;SB;Sbraccio su palo;;;;;;
451113;1/1/2019;31/12/2022;0.0;0.0;1.0;100.0;AU;Arredo urbano;458.0;TP;Testapalo;;;;;;
1088160;1/4/2024;31/12/2024;900.0;0.0;1.0;100.0;AS;Armatura stradale;189.0;;;;;;;;
353708;29/5/2017;30/12/2021;800.0;0.0;1.0;70.0;AS;Armatura stradale;104.0;TP;Testapalo;;;;;;
818493;1/1/2022;31/12/2024;0.0;0.0;1.0;63.0;AS;Armatura stradale;98.0;SB;Sbraccio su palo;;;;;;
1129182;1/1/2025;13/2/2026;600.0;;1.0;70.0;AS;Armatura stradale;2065.0;TP;Testapalo;;;;;;
400188;6/8/2019;13/2/2026;600.0;0.0;1.0;100.0;SF;Sfera;612.0;TP;Testapalo;;;;;;
915522;1/1/2022;13/2/2026;;;1.0;31.5;AU;Arredo urbano;776.0;TP;Testapalo;;;;;;
896462;1/1/2022;31/12/2024;400.0;0.0;1.0;50.0;SF;Sfera;189.0;NN;Non noto;;;;;;
575247;20/5/2020;30/11/2022;0.0;0.0;1.0;150.0;AS;Armatura stradale;167.0;SB;Sbraccio su palo;;;;;;
723744;31/3/2022;7/4/2022;0.0;0.0;1.0;35.0;SP;Segnapasso;189.0;IN;Incassato;;;;;;
99767;1/1/2018;31/12/2021;300.0;10.0;1.0;80.0;AU;Arredo urbano;195.0;SB;Sbraccio su palo;;;;;;
973295;1/1/2023;31/12/2023;0.0;;1.0;5.0;PR;Proiettore;189.0;AT;A terra;;;;;;
205456;1/8/2016;31/12/2019;0.0;0.0;1.0;100.0;NN;Non noto;189.0;SB;Sbraccio su palo;;;;;;
114063;1/1/2018;31/10/2020;900.0;0.0;1.0;43.0;AS;Armatura stradale;772.0;TP;Testapalo;;;;;;
1223369;1/6/2025;13/2/2026;900.0;;1.0;57.0;AS;Armatura stradale;750.0;TP;Testapalo;;;;;;
1151297;1/1/2024;13/2/2026;300.0;0.0;1.0;35.0;AU;Arredo urbano;2177.0;TP;Testapalo;;;;;;
802720;1/1/2022;31/12/2025;750.0;0.0;1.0;250.0;PR;Proiettore;611.0;TP;Testapalo;;;;;;
522574;1/1/2020;31/12/2021;800.0;0.0;1.0;100.0;AS;Armatura stradale;613.0;TP;Testapalo;;;;;;
940723;1/1/2023;13/2/2026;0.0;;1.0;39.6;AU;Arredo urbano;3062.0;TP;Testapalo;;;;;;
396437;6/8/2019;13/2/2026;350.0;50.0;1.0;100.0;AU;Arredo urbano;613.0;SB;Sbraccio su palo;;;;;;
759246;31/12/2021;31/12/2021;250.0;0.0;1.0;20.0;PL;Plafoniera;613.0;NN;Non noto;;;;;;
1174168;1/1/2024;13/2/2026;800.0;0.0;1.0;32.1;AS;Armatura stradale;3252.0;TP;Testapalo;;;;;;
49630;1/1/2018;31/12/2024;700.0;100.0;1.0;70.0;AS;Armatura stradale;206.0;SB;Sbraccio su palo;;;;;;
528176;1/1/2020;28/2/2023;900.0;0.0;1.0;100.0;AS;Armatura stradale;640.0;TP;Testapalo;;;;;;
837409;1/1/2022;31/3/2025;900.0;200.0;1.0;61.0;AS;Armatura stradale;2443.0;SB;Sbraccio su palo;;;;;;
139631;26/3/2018;13/2/2026;0.0;0.0;1.0;61.0;AS;Armatura stradale;550.0;NN;Non noto;;;;;;
657553;1/1/2021;3/4/2022;1000.0;0.0;1.0;100.0;AS;Armatura stradale;68.0;TP;Testapalo;;;;;;
63974;1/1/2018;31/12/2021;0.0;0.0;1.0;18.0;NN;Non noto;189.0;SB;Sbraccio su palo;;;;;;
493968;1/1/2020;31/12/2021;500.0;0.0;1.0;26.0;AU;Arredo urbano;1644.0;NN;Non noto;;;;;;
746497;1/1/2022;13/2/2026;800.0;100.0;1.0;42.0;AS;Armatura stradale;1718.0;SB;Sbraccio su palo;;;;;;
1120163;1/1/2024;13/2/2026;650.0;;1.0;40.0;AU;Arredo urbano;3976.0;TP;Testapalo;;;;;;
766536;31/12/2021;31/12/2021;900.0;0.0;1.0;100.0;AU;Arredo urbano;1418.0;NN;Non noto;;;;;;
377523;10/7/2019;13/2/2026;900.0;0.0;1.0;100.0;AS;Armatura stradale;613.0;TP;Testapalo;;;;;;
1283715;1/1/2023;13/2/2026;800.0;0.0;1.0;94.0;AS;Armatura stradale;358.0;TP;Testapalo;;;;;;
281273;17/10/2016;13/2/2026;0.0;0.0;1.0;150.0;AS;Armatura stradale;1232.0;SO;Sospensione;;;;;;
934337;1/1/2023;13/2/2026;0.0;;1.0;35.0;SS;Segnaletica luminosa stradale;2993.0;TP;Testapalo;;;;;;
285709;10/11/2016;31/12/2019;900.0;0.0;1.0;100.0;AS;Armatura stradale;241.0;TP;Testapalo;;;;;;
1137915;1/3/2025;13/2/2026;550.0;30.0;1.0;100.0;PR;Proiettore;2065.0;PI;Pipetta;;;;;;
55432;1/1/2018;19/5/2020;0.0;0.0;1.0;70.0;AS;Armatura stradale;7.0;SB;Sbraccio su palo;;;;;;
1290606;1/1/2026;13/2/2026;0.0;0.0;1.0;19.0;LA;Lanterna artistica ;1541.0;NN;Non noto;;;;;;
786698;1/1/2022;13/2/2026;800.0;0.0;1.0;41.0;AS;Armatura stradale;754.0;TP;Testapalo;;;;;;
984470;1/1/2023;13/2/2026;1000.0;150.0;1.0;26.0;AS;Armatura stradale;1803.0;SB;Sbraccio su palo;;;;;;
794052;1/1/2022;31/12/2025;800.0;0.0;1.0;100.0;AU;Arredo urbano;1525.0;SB;Sbraccio su palo;;;;;;
698133;1/1/2022;13/2/2026;850.0;0.0;1.0;250.0;AS;Armatura stradale;189.0;TP;Testapalo;;;;;;
1269892;1/1/2026;13/2/2026;800.0;;1.0;21.0;AS;Armatura stradale;1379.0;TP;Testapalo;;;;;;
43788;1/1/2018;31/12/2020;1000.0;200.0;1.0;150.0;AS;Armatura stradale;55.0;SB;Sbraccio su palo;;;;;;
1001351;1/8/2023;13/2/2026;0.0;;1.0;15.0;SP;Segnapasso;189.0;TP;Testapalo;;;;;;
930788;1/1/2023;31/12/2024;650.0;;1.0;100.0;AS;Armatura stradale;8.0;TP;Testapalo;;;;;;
78214;1/1/2018;13/2/2026;0.0;0.0;1.0;15.0;AS;Armatura stradale;551.0;TP;Testapalo;;;;;;
946968;1/1/2023;13/2/2026;8000.0;0.0;1.0;52.0;AU;Arredo urbano;1609.0;SB;Sbraccio su palo;;;;;;
372807;8/6/2018;13/2/2026;1000.0;0.0;1.0;150.0;AS;Armatura stradale;1177.0;NN;Non noto;;;;;;
149314;18/9/2018;31/12/2024;0.0;0.0;1.0;38.0;AS;Armatura stradale;551.0;NN;Non noto;;;;;;
1216764;1/1/2025;13/2/2026;400.0;30.0;1.0;15.0;LA;Lanterna artistica ;2201.0;ME;Mensola;;;;;;
915784;1/1/2022;13/2/2026;;;1.0;37.0;AS;Armatura stradale;749.0;TP;Testapalo;;;;;;
169678;18/9/2018;13/2/2026;320.0;0.0;1.0;27.0;AU;Arredo urbano;806.0;TP;Testapalo;;;;;;
709571;1/1/2022;13/2/2026;800.0;300.0;1.0;57.0;AS;Armatura stradale;722.0;SB;Sbraccio su palo;;;;;;
296212;10/11/2016;13/2/2026;900.0;0.0;1.0;70.0;NN;Non noto;100.0;NN;Non noto;;;;;;
1080708;1/1/2019;13/2/2026;700.0;;1.0;29.0;AS;Armatura stradale;772.0;TP;Testapalo;;;;;;
851655;1/1/2022;13/2/2026;950.0;200.0;1.0;87.0;AS;Armatura stradale;2209.0;SB;Sbraccio su palo;;;;;;
28692;1/1/2018;13/2/2026;600.0;0.0;1.0;150.0;AS;Armatura stradale;145.0;TP;Testapalo;;;;;;
958477;31/5/2023;31/5/2025;;150.0;1.0;150.0;AS;Armatura stradale;189.0;SB;Sbraccio su palo;;;;;;
1487;1/1/2018;31/12/2019;300.0;0.0;1.0;80.0;SF;Sfera;189.0;SB;Sbraccio su palo;;;;;;
1188130;1/1/2025;13/2/2026;920.0;20.0;1.0;27.0;AS;Armatura stradale;3670.0;SB;Sbraccio su palo;;;;;;
13257;1/1/2018;13/2/2026;930.0;0.0;1.0;38.0;AU;Arredo urbano;1305.0;SO;Sospensione;;;;;;
593637;1/11/2020;30/12/2021;750.0;0.0;1.0;35.0;AS;Armatura stradale;1379.0;SB;Sbraccio su palo;;;;;;
776554;31/12/2021;31/12/2021;900.0;0.0;1.0;150.0;AS;Armatura stradale;7.0;TP;Testapalo;;;;;;
310087;2/12/2016;13/2/2026;0.0;0.0;1.0;79.0;NN;Non noto;124.0;NN;Non noto;;;;;;
1068807;1/4/2024;13/2/2026;800.0;30.0;1.0;100.0;AS;Armatura stradale;2065.0;PI;Pipetta;;;;;;
439663;1/10/2019;31/10/2020;400.0;0.0;1.0;70.0;LA;Lanterna artistica ;189.0;NN;Non noto;;;;;;
966557;1/1/2023;13/2/2026;400.0;50.0;1.0;35.0;AU;Arredo urbano;3365.0;SB;Sbraccio su palo;;;;;;
239409;9/9/2016;31/12/2019;800.0;0.0;1.0;100.0;AS;Armatura stradale;189.0;NN;Non noto;;;;;;
250561;21/9/2016;31/12/2019;700.0;0.0;1.0;250.0;AS;Armatura stradale;189.0;NN;Non noto;;;;;;
822254;1/7/2022;13/2/2026;0.0;0.0;1.0;71.0;AS;Armatura stradale;1799.0;NN;Non noto;;;;;;
784987;1/1/2022;13/2/2026;850.0;250.0;1.0;25.0;AS;Armatura stradale;758.0;SB;Sbraccio su palo;;;;;;
264361;17/10/2016;31/12/2021;800.0;0.0;1.0;250.0;AS;Armatura stradale;189.0;NN;Non noto;;;;;;
470165;1/1/2020;13/2/2026;800.0;10.0;1.0;250.0;PR;Proiettore;600.0;SB;Sbraccio su palo;;;;;;
650302;1/11/2020;13/2/2026;1200.0;150.0;1.0;30.0;AS;Armatura stradale;754.0;SB;Sbraccio su palo;;;;;;
411220;4/11/2019;13/2/2026;700.0;0.0;1.0;27.0;AS;Armatura stradale;755.0;TP;Testapalo;;;;;;
770553;31/12/2021;31/12/2021;800.0;0.0;1.0;23.0;AS;Armatura stradale;1460.0;TP;Testapalo;;;;;;
109728;1/1/2018;31/10/2020;700.0;0.0;1.0;38.0;AS;Armatura stradale;755.0;TP;Testapalo;;;;;;
1193239;1/4/2025;13/2/2026;0.0;;1.0;35.0;PR;Proiettore;1285.0;MU;A muro o parete;;;;;;
1149533;1/4/2024;13/2/2026;400.0;50.0;1.0;70.0;SF;Sfera;2065.0;;;;;;;;
821008;1/1/2022;13/2/2026;0.0;0.0;1.0;42.0;AS;Armatura stradale;1717.0;TP;Testapalo;;;;;;
1290744;1/1/2026;13/2/2026;400.0;0.0;1.0;11.0;AU;Arredo urbano;1811.0;TP;Testapalo;;;;;;
388689;10/7/2019;31/12/2022;800.0;0.0;1.0;150.0;AS;Armatura stradale;19.0;TP;Testapalo;;;;;;
785219;1/1/2022;13/2/2026;500.0;;1.0;52.0;AU;Arredo urbano;1517.0;TP;Testapalo;;;;;;
770083;31/12/2021;31/12/2021;700.0;0.0;1.0;125.0;AS;Armatura stradale;611.0;SB;Sbraccio su palo;;;;;;
1073256;1/1/2024;13/2/2026;600.0;;1.0;25.0;AS;Armatura stradale;3707.0;TP;Testapalo;;;;;;
452935;1/1/2019;31/12/2022;0.0;0.0;1.0;125.0;NN;Non noto;1493.0;NN;Non noto;;;;;;
1080793;1/1/2019;13/2/2026;700.0;200.0;1.0;29.0;AS;Armatura stradale;772.0;SB;Sbraccio su palo;;;;;;
215727;1/8/2016;31/12/2019;0.0;0.0;1.0;70.0;NN;Non noto;189.0;SB;Sbraccio su palo;;;;;;
151343;18/9/2018;13/2/2026;820.0;0.0;1.0;138.0;AS;Armatura stradale;356.0;TP;Testapalo;;;;;;
890508;1/6/2022;13/2/2026;800.0;0.0;1.0;70.0;AU;Arredo urbano;189.0;NN;Non noto;;;;;;
1125215;1/1/2022;13/2/2026;1000.0;0.0;1.0;98.0;AS;Armatura stradale;1383.0;TP;Testapalo;;;;;;
1115444;1/1/2025;13/2/2026;;;1.0;30.0;AS;Armatura stradale;122.0;TP;Testapalo;;;;;;
150221;18/9/2018;31/12/2024;0.0;0.0;1.0;36.0;PL;Plafoniera;189.0;NN;Non noto;;;;;;
671310;1/1/2021;13/2/2026;720.0;0.0;1.0;45.0;AS;Armatura stradale;2844.0;SB;Sbraccio su palo;;;;;;
176762;30/9/2018;13/2/2026;400.0;0.0;1.0;100.0;SF;Sfera;6.0;TP;Testapalo;;;;;;
940561;1/1/2023;1/9/2025;0.0;;1.0;50.0;AS;Armatura stradale;358.0;TP;Testapalo;;;;;;
1111911;1/4/2024;31/12/2024;550.0;;1.0;70.0;AU;Arredo urbano;2065.0;TP;Testapalo;;;;;;
1267659;1/1/2026;13/2/2026;1000.0;20.0;1.0;59.0;AS;Armatura stradale;1379.0;PI;Pipetta;;;;;;
749795;1/1/2022;13/2/2026;900.0;;1.0;31.0;AS;Armatura stradale;2259.0;TP;Testapalo;;;;;;
427226;1/10/2019;31/10/2020;800.0;0.0;1.0;150.0;AS;Armatura stradale;611.0;TP;Testapalo;;;;;;
165205;18/9/2018;31/12/2024;0.0;0.0;1.0;70.0;PL;Plafoniera;377.0;MU;A muro o parete;;;;;;
740476;13/5/2022;13/2/2026;400.0;0.0;1.0;40.5;AU;Arredo urbano;776.0;TP;Testapalo;;;;;;
494956;1/1/2020;31/12/2021;900.0;0.0;1.0;43.0;AS;Armatura stradale;1632.0;NN;Non noto;;;;;;
495572;1/6/2018;13/2/2026;600.0;100.0;1.0;40.0;AS;Armatura stradale;941.0;ME;Mensola;;;;;;
133852;1/1/2018;31/10/2020;0.0;0.0;1.0;75.0;LA;Lanterna artistica ;144.0;SF;Soffitto;;;;;;
963707;1/1/2023;13/2/2026;800.0;0.0;1.0;55.0;AS;Armatura stradale;774.0;TP;Testapalo;;;;;;
437064;1/10/2019;31/10/2020;700.0;0.0;1.0;100.0;AU;Arredo urbano;201.0;TP;Testapalo;;;;;;
1202146;1/4/2025;13/2/2026;900.0;75.0;1.0;61.0;AS;Armatura stradale;2443.0;SB;Sbraccio su palo;;;;;;
175137;30/9/2018;13/2/2026;500.0;0.0;1.0;70.0;SF;Sfera;197.0;TP;Testapalo;;;;;;
1233990;1/1/2025;31/12/2025;0.0;0.0;1.0;70.0;AS;Armatura stradale;2119.0;TP;Testapalo;;;;;;
650486;1/11/2020;13/2/2026;600.0;0.0;1.0;22.5;AU;Arredo urbano;1743.0;SO;Sospensione;;;;;;
297970;10/11/2016;13/2/2026;900.0;0.0;1.0;100.0;NN;Non noto;215.0;NN;Non noto;;;;;;
574485;20/5/2020;30/11/2022;0.0;0.0;1.0;100.0;AS;Armatura stradale;7.0;SB;Sbraccio su palo;;;;;;
211215;1/8/2016;31/12/2019;0.0;0.0;1.0;100.0;NN;Non noto;189.0;TP;Testapalo;;;;;;
1200646;1/4/2025;13/2/2026;;20.0;1.0;20.0;AS;Armatura stradale;2399.0;SB;Sbraccio su palo;;;;;;
331444;22/12/2016;30/5/2018;0.0;0.0;1.0;100.0;AS;Armatura stradale;540.0;TP;Testapalo;;;;;;
510188;1/1/2020;31/12/2022;950.0;150.0;1.0;100.0;AS;Armatura stradale;1278.0;SB;Sbraccio su palo;;;;;;
146259;18/9/2018;31/12/2024;0.0;0.0;1.0;47.0;AS;Armatura stradale;550.0;NN;Non noto;;;;;;
1078451;1/1/2024;31/12/2024;800.0;30.0;1.0;100.0;AS;Armatura stradale;2065.0;;;;;;;;
584592;2/12/2019;31/12/2024;0.0;0.0;1.0;41.0;AS;Armatura stradale;749.0;NN;Non noto;;;;;;
125040;1/1/2018;31/10/2020;0.0;0.0;1.0;83.0;AU;Arredo urbano;759.0;TP;Testapalo;;;;;;
490700;1/1/2020;30/6/2024;300.0;0.0;1.0;50.0;AU;Arredo urbano;1538.0;TP;Testapalo;;;;;;
863033;1/8/2022;13/9/2023;700.0;2.0;1.0;60.0;AS;Armatura stradale;;SB;Sbraccio su palo;;;;;;
1177403;1/1/2025;13/2/2026;900.0;0.0;1.0;25.0;AS;Armatura stradale;2089.0;TP;Testapalo;;;;;;
1301235;1/1/2025;13/2/2026;650.0;30.0;1.0;55.0;AU;Arredo urbano;3733.0;PI;Pipetta;;;;;;
1097047;1/7/2024;13/2/2026;900.0;0.0;1.0;41.0;AS;Armatura stradale;3367.0;TP;Testapalo;;;;;;
1039135;1/3/2024;13/2/2026;;30.0;1.0;50.0;AU;Arredo urbano;189.0;PI;Pipetta;;;;;;
1197364;1/4/2025;13/2/2026;900.0;200.0;1.0;49.0;AS;Armatura stradale;2417.0;ME;Mensola;;;;;;
1114267;1/1/2024;13/2/2026;600.0;30.0;1.0;22.0;AS;Armatura stradale;3965.0;PI;Pipetta;;;;;;
99312;1/1/2018;31/12/2021;0.0;0.0;1.0;0.0;;Non applicabile;189.0;NN;Non noto;;;;;;
1091703;1/7/2024;13/2/2026;400.0;;1.0;20.0;AU;Arredo urbano;2177.0;TP;Testapalo;;;;;;
540579;1/1/2020;13/2/2026;850.0;30.0;1.0;26.0;AS;Armatura stradale;189.0;SB;Sbraccio su palo;;;;;;
310634;2/12/2016;13/2/2026;0.0;0.0;1.0;210.0;AS;Armatura stradale;261.0;SO;Sospensione;;;;;;
553196;19/12/2019;13/2/2026;700.0;0.0;1.0;16.0;AS;Armatura stradale;1725.0;TP;Testapalo;;;;;;
512783;1/1/2020;30/6/2021;400.0;0.0;1.0;70.0;SF;Sfera;612.0;TP;Testapalo;;;;;;
71159;1/1/2018;19/5/2020;0.0;0.0;1.0;20.0;AS;Armatura stradale;624.0;NN;Non noto;;;;;;
713950;1/1/2022;13/5/2022;550.0;0.0;1.0;27.0;AU;Arredo urbano;2096.0;TP;Testapalo;;;;;;
1061251;1/1/2024;13/2/2026;900.0;50.0;1.0;75.5;AS;Armatura stradale;3723.0;SB;Sbraccio su palo;;;;;;
215076;1/8/2016;31/12/2019;0.0;0.0;1.0;70.0;NN;Non noto;189.0;TP;Testapalo;;;;;;
762516;31/12/2021;31/12/2021;700.0;0.0;1.0;125.0;AS;Armatura stradale;189.0;TP;Testapalo;;;;;;
6811;1/1/2018;31/12/2018;0.0;0.0;1.0;125.0;AS;Armatura stradale;327.0;NN;Non noto;;;;;;
672273;24/8/2020;13/2/2026;400.0;;1.0;16.0;AS;Armatura stradale;1609.0;TP;Testapalo;;;;;;
607077;1/11/2020;30/12/2021;800.0;0.0;1.0;100.0;AU;Arredo urbano;111.0;TP;Testapalo;;;;;;
975568;1/2/2023;31/12/2023;600.0;;1.0;70.0;PR;Proiettore;600.0;NN;Non noto;;;;;;
1142555;1/1/2022;13/2/2026;600.0;0.0;1.0;27.0;AS;Armatura stradale;1867.0;TP;Testapalo;;;;;;
758733;31/12/2021;31/12/2021;50.0;0.0;1.0;100.0;PR;Proiettore;208.0;AT;A terra;;;;;;
1241600;1/1/2025;31/12/2025;0.0;0.0;1.0;58.0;AS;Armatura stradale;1867.0;SB;Sbraccio su palo;;;;;;
902956;1/1/2022;13/2/2026;350.0;0.0;1.0;70.0;SF;Sfera;189.0;NN;Non noto;;;;;;
1170410;1/1/2025;13/2/2026;800.0;100.0;1.0;150.0;AS;Armatura stradale;206.0;SB;Sbraccio su palo;;;;;;
241585;9/9/2016;31/12/2019;800.0;0.0;1.0;100.0;AS;Armatura stradale;189.0;NN;Non noto;;;;;;
423709;1/10/2019;31/10/2020;500.0;0.0;1.0;150.0;AU;Arredo urbano;268.0;TP;Testapalo;;;;;;
986180;1/1/2023;13/2/2026;800.0;200.0;1.0;26.0;AS;Armatura stradale;1803.0;SB;Sbraccio su palo;;;;;;
27915;1/1/2018;31/12/2021;800.0;0.0;1.0;150.0;AS;Armatura stradale;254.0;TP;Testapalo;;;;;;
188400;28/6/2016;31/12/2021;800.0;200.0;1.0;34.0;AS;Armatura stradale;1241.0;SB;Sbraccio su palo;;;;;;
876210;1/1/2020;13/2/2026;500.0;;1.0;21.5;AU;Arredo urbano;1609.0;TP;Testapalo;;;;;;
1146252;1/1/2025;13/2/2026;900.0;;1.0;55.0;AS;Armatura stradale;4096.0;SB;Sbraccio su palo;;;;;;
133400;1/1/2018;31/10/2020;0.0;0.0;1.0;70.0;SF;Sfera;189.0;TP;Testapalo;;;;;;
944751;1/1/2023;13/2/2026;0.0;;1.0;65.0;AS;Armatura stradale;358.0;SB;Sbraccio su palo;;;;;;
1232434;1/1/2025;13/2/2026;600.0;;1.0;30.0;AS;Armatura stradale;2089.0;TP;Testapalo;;;;;;
206866;1/8/2016;31/12/2019;0.0;0.0;1.0;100.0;NN;Non noto;189.0;TP;Testapalo;;;;;;
260325;17/10/2016;31/12/2019;0.0;0.0;1.0;100.0;AS;Armatura stradale;597.0;SB;Sbraccio su palo;;;;;;
846896;1/1/2022;13/2/2026;550.0;100.0;1.0;26.0;AU;Arredo urbano;2533.0;SB;Sbraccio su palo;;;;;;
1054285;1/1/2022;13/2/2026;800.0;200.0;1.0;21.0;AS;Armatura stradale;1803.0;SB;Sbraccio su palo;;;;;;
164709;18/9/2018;13/2/2026;1120.0;0.0;1.0;250.0;AS;Armatura stradale;241.0;TP;Testapalo;;;;;;
7563;1/1/2018;31/12/2018;900.0;80.0;1.0;150.0;AS;Armatura stradale;241.0;NN;Non noto;;;;;;
540710;1/1/2020;18/8/2022;800.0;150.0;1.0;150.0;AS;Armatura stradale;189.0;SB;Sbraccio su palo;;;;;;
