arm_id;arm_data_ini;arm_data_fin;arm_altezza;arm_lunghezza_sbraccio;arm_numero_lampade;arm_lmp_potenza_nominale;tar_cod;tar_descr;tmo_id;tpo_cod;tpo_descr;sgn_id;sgn_data_inserimento;tcs_id;tcs_descr;tci_id;tci_descr
240677;9/9/2016;31/12/2019;450.0;0.0;1.0;100.0;AU;Arredo urbano;189.0;NN;Non noto;;;;;;
45399;1/1/2018;31/12/2024;900.0;0.0;1.0;150.0;AS;Armatura stradale;14.0;TP;Testapalo;;;;;;
950793;1/2/2022;13/2/2026;450.0;0.0;1.0;21.5;AU;Arredo urbano;1813.0;TP;Testapalo;;;;;;
505358;1/1/2020;31/12/2020;600.0;100.0;1.0;70.0;AS;Armatura stradale;100.0;SB;Sbraccio su palo;;;;;;
1084388;1/1/2024;13/2/2026;550.0;30.0;1.0;29.0;AU;Arredo urbano;3796.0;PI;Pipetta;;;;;;
853919;1/1/2022;13/2/2026;600.0;100.0;1.0;0.0;AU;Arredo urbano;189.0;ME;Mensola;;;;;;
956034;1/11/2022;13/2/2026;1200.0;;1.0;250.0;AS;Armatura stradale;2065.0;NN;Non noto;;;;;;
537198;1/1/2020;31/12/2024;400.0;0.0;1.0;100.0;AU;Arredo urbano;189.0;TP;Testapalo;;;;;;
604163;1/11/2020;30/12/2021;900.0;0.0;1.0;150.0;AS;Armatura stradale;66.0;TP;Testapalo;;;;;;
1135635;1/1/2024;13/2/2026;900.0;150.0;1.0;55.0;AS;Armatura stradale;4079.0;SB_DR;Sbraccio attacco dritto;;;;;;
745152;1/1/2022;13/2/2026;500.0;50.0;1.0;24.0;AU;Arredo urbano;2202.0;SB;Sbraccio su palo;;;;;;
251179;21/9/2016;31/12/2019;500.0;0.0;1.0;125.0;SF;Sfera;189.0;NN;Non noto;;;;;;
17317;1/1/2018;31/3/2023;800.0;200.0;1.0;100.0;AS;Armatura stradale;237.0;NN;Non noto;;;;;;
201407;1/8/2016;31/12/2019;0.0;0.0;1.0;70.0;NN;Non noto;189.0;SB;Sbraccio su palo;;;;;;
499702;1/1/2020;8/12/2020;900.0;150.0;1.0;150.0;AS;Armatura stradale;613.0;SB;Sbraccio su palo;;;;;;
402435;6/8/2019;13/2/2026;800.0;0.0;1.0;70.0;AS;Armatura stradale;640.0;TP;Testapalo;;;;;;
1301042;1/1/2025;13/2/2026;400.0;;1.0;10.0;AU;Arredo urbano;2177.0;TP;Testapalo;;;;;;
341069;28/2/2017;31/12/2019;0.0;0.0;1.0;70.0;AU;Arredo urbano;276.0;SB;Sbraccio su palo;;;;;;
648646;1/11/2020;13/2/2026;1200.0;0.0;1.0;250.0;AS;Armatura stradale;189.0;TP;Testapalo;;;;;;
915334;1/1/2022;13/2/2026;;;1.0;28.0;AS;Armatura stradale;749.0;TP;Testapalo;;;;;;
657347;1/1/2021;3/4/2022;600.0;0.0;1.0;100.0;AS;Armatura stradale;406.0;TP;Testapalo;;;;;;
888502;1/12/2021;31/12/2023;550.0;0.0;1.0;70.0;AU;Arredo urbano;189.0;NN;Non noto;;;;;;
533483;1/1/2020;31/5/2022;800.0;0.0;1.0;0.0;AS;Armatura stradale;1701.0;TP;Testapalo;;;;;;
949874;1/2/2022;13/2/2026;700.0;0.0;1.0;80.0;AS;Armatura stradale;749.0;TP;Testapalo;;;;;;
323431;2/12/2016;13/2/2026;0.0;0.0;1.0;210.0;AS;Armatura stradale;261.0;SO;Sospensione;;;;;;
366883;15/3/2018;14/10/2019;0.0;0.0;1.0;100.0;AS;Armatura stradale;613.0;TP;Testapalo;;;;;;
928390;1/1/2023;31/12/2024;800.0;;1.0;100.0;AS;Armatura stradale;2992.0;TP;Testapalo;;;;;;
1229785;1/1/2025;13/2/2026;800.0;30.0;1.0;33.8;AS;Armatura stradale;750.0;PI;Pipetta;;;;;;
474537;1/1/2020;13/2/2026;700.0;100.0;1.0;70.0;AS;Armatura stradale;1364.0;SB;Sbraccio su palo;;;;;;
496543;1/6/2018;13/2/2026;300.0;0.0;1.0;23.0;SF;Sfera;189.0;NN;Non noto;;;;;;
491808;1/1/2020;30/6/2024;1000.0;20.0;1.0;250.0;AS;Armatura stradale;2.0;SB;Sbraccio su palo;;;;;;
191974;28/6/2016;31/12/2021;800.0;200.0;1.0;89.0;AS;Armatura stradale;1205.0;SB;Sbraccio su palo;;;;;;
839375;1/1/2022;31/3/2025;900.0;20.0;1.0;61.0;AS;Armatura stradale;2443.0;SB;Sbraccio su palo;;;;;;
686768;10/8/2021;13/2/2026;0.0;0.0;1.0;105.0;AS;Armatura stradale;550.0;NN;Non noto;;;;;;
520619;1/1/2020;30/4/2021;800.0;0.0;1.0;100.0;AS;Armatura stradale;613.0;TP;Testapalo;;;;;;
229463;1/8/2016;31/12/2019;0.0;0.0;1.0;125.0;NN;Non noto;189.0;SO;Sospensione;;;;;;
543142;1/1/2020;13/2/2026;;;1.0;;NN;Non noto;189.0;;;;;;;;
839918;1/1/2022;31/3/2025;900.0;;1.0;150.0;AS;Armatura stradale;1278.0;SB;Sbraccio su palo;;;;;;
458264;1/1/2020;13/2/2026;550.0;100.0;1.0;30.0;LA;Lanterna artistica ;1619.0;ME;Mensola;;;;;;
761210;31/12/2021;31/12/2021;700.0;0.0;1.0;125.0;AS;Armatura stradale;611.0;SB;Sbraccio su palo;;;;;;
66367;1/1/2018;19/5/2020;0.0;0.0;1.0;100.0;AS;Armatura stradale;7.0;SB;Sbraccio su palo;;;;;;
868483;1/1/2022;13/2/2026;900.0;250.0;1.0;28.0;AS;Armatura stradale;1278.0;SB;Sbraccio su palo;;;;;;
1180517;1/1/2020;13/2/2026;700.0;20.0;1.0;30.0;AS;Armatura stradale;4151.0;SB;Sbraccio su palo;;;;;;
102489;1/1/2018;31/12/2021;450.0;0.0;1.0;100.0;AS;Armatura stradale;416.0;TP;Testapalo;;;;;;
194598;28/6/2016;31/12/2021;800.0;200.0;1.0;49.0;AS;Armatura stradale;1241.0;SB;Sbraccio su palo;;;;;;
300039;10/11/2016;31/12/2019;900.0;0.0;1.0;100.0;AS;Armatura stradale;1278.0;NN;Non noto;;;;;;
926233;1/1/2023;13/2/2026;900.0;;1.0;100.0;AS;Armatura stradale;104.0;SB;Sbraccio su palo;;;;;;
327980;2/12/2016;13/2/2026;0.0;50.0;1.0;100.0;LA;Lanterna artistica ;287.0;SB;Sbraccio su palo;;;;;;
279655;17/10/2016;13/2/2026;0.0;0.0;1.0;150.0;AS;Armatura stradale;906.0;SO;Sospensione;;;;;;
891694;1/6/2022;13/2/2026;900.0;0.0;1.0;150.0;AS;Armatura stradale;189.0;NN;Non noto;;;;;;
932483;6/4/2023;13/2/2026;4.0;0.0;1.0;50.0;LA;Lanterna artistica ;189.0;NN;Non noto;;;;;;
731814;1/1/2022;31/1/2022;400.0;0.0;1.0;125.0;SF;Sfera;599.0;TP;Testapalo;;;;;;
634057;1/11/2020;13/2/2026;900.0;0.0;1.0;57.0;AS;Armatura stradale;3714.0;NN;Non noto;;;;;;
1060812;1/1/2024;13/2/2026;1100.0;150.0;1.0;39.5;AS;Armatura stradale;3723.0;SB;Sbraccio su palo;;;;;;
862033;1/6/2022;13/2/2026;;;1.0;30.0;AS;Armatura stradale;772.0;;;;;;;;
247783;21/9/2016;31/12/2019;900.0;0.0;1.0;250.0;PR;Proiettore;189.0;NN;Non noto;;;;;;
704276;1/1/2022;30/4/2024;75.0;0.0;1.0;30.0;PL;Plafoniera;613.0;MU;A muro o parete;;;;;;
1062884;1/1/2024;13/2/2026;400.0;0.0;1.0;26.0;AU;Arredo urbano;1811.0;TP;Testapalo;;;;;;
1137552;1/3/2025;13/2/2026;;;1.0;150.0;AS;Armatura stradale;2065.0;;;;;;;;
555263;1/1/2020;31/12/2021;400.0;0.0;1.0;125.0;SF;Sfera;599.0;TP;Testapalo;;;;;;
625212;1/11/2020;13/2/2026;350.0;0.0;1.0;36.0;PL;Plafoniera;189.0;SF;Soffitto;;;;;;
416869;1/10/2019;31/10/2020;750.0;0.0;1.0;30.0;AS;Armatura stradale;611.0;SB;Sbraccio su palo;;;;;;
391970;6/8/2019;31/12/2020;500.0;0.0;1.0;70.0;AS;Armatura stradale;613.0;TP;Testapalo;;;;;;
1204970;1/1/2023;13/2/2026;550.0;100.0;1.0;29.0;LA;Lanterna artistica ;1650.0;ME;Mensola;;;;;;
419071;1/10/2019;31/10/2020;800.0;0.0;1.0;125.0;AS;Armatura stradale;611.0;SB;Sbraccio su palo;;;;;;
1053125;1/1/2019;13/2/2026;800.0;200.0;1.0;37.0;AS;Armatura stradale;1941.0;SB;Sbraccio su palo;;;;;;
321651;2/12/2016;13/2/2026;0.0;0.0;1.0;100.0;NN;Non noto;261.0;NN;Non noto;;;;;;
668628;1/1/2021;13/2/2026;900.0;0.0;1.0;41.0;AS;Armatura stradale;1803.0;TP;Testapalo;;;;;;
808679;1/1/2022;31/12/2025;800.0;0.0;1.0;125.0;AS;Armatura stradale;611.0;SB;Sbraccio su palo;;;;;;
828660;1/5/2021;31/12/2023;900.0;0.0;1.0;100.0;AS;Armatura stradale;;TP;Testapalo;;;;;;
950816;1/2/2022;13/2/2026;800.0;100.0;1.0;28.0;AS;Armatura stradale;750.0;SB;Sbraccio su palo;;;;;;
336901;28/2/2017;31/12/2022;0.0;0.0;1.0;125.0;NN;Non noto;189.0;NN;Non noto;;;;;;
265461;17/10/2016;31/12/2021;400.0;0.0;1.0;125.0;SF;Sfera;163.0;TP;Testapalo;;;;;;
931706;1/3/2023;13/2/2026;;;1.0;30.0;;;;;;;;;;;
683327;1/1/2021;12/10/2021;800.0;0.0;1.0;30.0;AS;Armatura stradale;2052.0;TP;Testapalo;;;;;;
817976;1/1/2022;31/12/2024;0.0;0.0;1.0;70.0;AU;Arredo urbano;98.0;TP;Testapalo;;;;;;
926628;1/1/2023;13/2/2026;900.0;;1.0;100.0;AS;Armatura stradale;104.0;SB;Sbraccio su palo;;;;;;
1195631;1/4/2025;13/2/2026;800.0;200.0;1.0;34.0;AS;Armatura stradale;2406.0;SB;Sbraccio su palo;;;;;;
1263855;1/1/2026;13/2/2026;300.0;;1.0;10.0;AU;Arredo urbano;2292.0;TP;Testapalo;;;;;;
477374;1/1/2020;13/2/2026;500.0;50.0;1.0;100.0;AS;Armatura stradale;980.0;SB;Sbraccio su palo;;;;;;
1292459;1/1/2026;13/2/2026;0.0;0.0;1.0;3.0;SP;Segnapasso;2141.0;MU;A muro o parete;;;;;;
364554;23/1/2018;18/8/2019;0.0;100.0;1.0;70.0;AS;Armatura stradale;611.0;SB;Sbraccio su palo;;;;;;
175324;30/9/2018;13/2/2026;800.0;200.0;1.0;100.0;AS;Armatura stradale;66.0;SB;Sbraccio su palo;;;;;;
506162;1/1/2020;31/12/2020;900.0;0.0;1.0;150.0;AS;Armatura stradale;640.0;TP;Testapalo;;;;;;
1110123;1/1/2024;13/2/2026;550.0;100.0;1.0;50.0;LA;Lanterna artistica ;3949.0;SB;Sbraccio su palo;;;;;;
517942;1/1/2020;31/12/2020;100.0;0.0;1.0;70.0;SP;Segnapasso;600.0;IN;Incassato;;;;;;
78400;1/1/2018;13/2/2026;0.0;0.0;1.0;41.0;AS;Armatura stradale;550.0;SB;Sbraccio su palo;;;;;;
231233;1/8/2016;31/12/2019;0.0;0.0;1.0;220.0;NN;Non noto;189.0;SO;Sospensione;;;;;;
1174873;1/1/2024;13/2/2026;900.0;0.0;1.0;61.8;AS;Armatura stradale;3252.0;TP;Testapalo;;;;;;
6648;1/1/2018;31/12/2018;800.0;200.0;1.0;100.0;AS;Armatura stradale;237.0;NN;Non noto;;;;;;
595108;1/11/2020;30/12/2021;700.0;0.0;1.0;125.0;AS;Armatura stradale;189.0;TP;Testapalo;;;;;;
1130739;1/1/2025;13/2/2026;400.0;100.0;1.0;125.0;LA;Lanterna artistica ;2065.0;ME;Mensola;;;;;;
14492;1/1/2018;31/12/2018;870.0;210.0;1.0;125.0;AS;Armatura stradale;189.0;NN;Non noto;;;;;;
1113478;1/4/2024;31/12/2024;900.0;;1.0;125.0;AS;Armatura stradale;2065.0;SB;Sbraccio su palo;;;;;;
374665;19/9/2018;31/10/2020;0.0;0.0;1.0;125.0;AS;Armatura stradale;189.0;NN;Non noto;;;;;;
1166127;1/1/2025;13/2/2026;0.0;0.0;1.0;78.0;AS;Armatura stradale;550.0;NN;Non noto;;;;;;
260793;17/10/2016;31/12/2019;0.0;0.0;1.0;70.0;NN;Non noto;268.0;NN;Non noto;;;;;;
415931;1/10/2019;31/10/2020;450.0;0.0;1.0;100.0;LA;Lanterna artistica ;189.0;ME;Mensola;;;;;;
365934;23/1/2018;31/12/2021;0.0;10.0;1.0;150.0;AU;Arredo urbano;225.0;SB;Sbraccio su palo;;;;;;
295830;10/11/2016;13/2/2026;900.0;0.0;1.0;70.0;NN;Non noto;100.0;NN;Non noto;;;;;;
126752;1/1/2018;31/10/2020;500.0;50.0;1.0;150.0;AS;Armatura stradale;393.0;SB;Sbraccio su palo;;;;;;
760107;31/12/2021;31/12/2021;600.0;0.0;1.0;100.0;AS;Armatura stradale;144.0;ME;Mensola;;;;;;
143793;18/9/2018;31/12/2024;0.0;0.0;1.0;47.0;AS;Armatura stradale;550.0;NN;Non noto;;;;;;
589570;1/11/2020;30/12/2021;800.0;0.0;1.0;125.0;AS;Armatura stradale;611.0;SB;Sbraccio su palo;;;;;;
965088;1/1/2023;13/2/2026;1000.0;30.0;1.0;38.0;AS;Armatura stradale;2208.0;PI;Pipetta;;;;;;
614263;1/11/2020;30/12/2021;300.0;0.0;1.0;70.0;LA;Lanterna artistica ;189.0;NN;Non noto;;;;;;
795435;1/1/2022;31/12/2025;400.0;;1.0;10.0;AU;Arredo urbano;2292.0;TP;Testapalo;;;;;;
397413;6/8/2019;13/2/2026;800.0;0.0;1.0;70.0;AS;Armatura stradale;613.0;TP;Testapalo;;;;;;
209685;1/8/2016;31/12/2019;0.0;0.0;1.0;220.0;NN;Non noto;189.0;SO;Sospensione;;;;;;
906983;1/1/2023;31/12/2023;650.0;;1.0;50.0;AU;Arredo urbano;2833.0;SB;Sbraccio su palo;;;;;;
159399;18/9/2018;31/12/2019;820.0;20.0;1.0;100.0;AS;Armatura stradale;241.0;SB;Sbraccio su palo;;;;;;
762326;31/12/2021;31/12/2021;800.0;0.0;1.0;90.0;AS;Armatura stradale;611.0;SB;Sbraccio su palo;;;;;;
537492;1/1/2020;31/12/2024;700.0;200.0;1.0;70.0;AS;Armatura stradale;262.0;SB;Sbraccio su palo;;;;;;
1038138;1/1/2022;13/2/2026;700.0;50.0;1.0;41.0;AS;Armatura stradale;749.0;SB;Sbraccio su palo;;;;;;
414447;4/11/2019;31/12/2021;850.0;0.0;1.0;48.0;AS;Armatura stradale;754.0;TP;Testapalo;;;;;;
91014;1/1/2018;31/12/2021;650.0;0.0;1.0;40.5;AS;Armatura stradale;655.0;SO;Sospensione;;;;;;
1057623;1/1/2024;13/2/2026;800.0;30.0;1.0;30.0;AS;Armatura stradale;3707.0;PI;Pipetta;;;;;;
1025587;1/1/2023;13/2/2026;800.0;0.0;1.0;32.0;AS;Armatura stradale;754.0;TP;Testapalo;;;;;;
874539;1/12/2022;13/2/2026;800.0;0.0;1.0;19.0;AS;Armatura stradale;1278.0;SB;Sbraccio su palo;;;;;;
612199;1/11/2020;30/12/2021;900.0;0.0;1.0;115.0;AS;Armatura stradale;440.0;SB;Sbraccio su palo;;;;;;
1099133;1/1/2022;13/2/2026;850.0;0.0;1.0;57.0;AS;Armatura stradale;750.0;TP;Testapalo;;;;;;
557191;1/1/2020;31/12/2021;400.0;0.0;1.0;125.0;SF;Sfera;599.0;TP;Testapalo;;;;;;
1050716;1/1/2019;13/2/2026;0.0;250.0;1.0;37.0;AS;Armatura stradale;1941.0;SB;Sbraccio su palo;;;;;;
834315;1/1/2022;31/3/2025;900.0;200.0;1.0;61.0;AS;Armatura stradale;2443.0;SB;Sbraccio su palo;;;;;;
1293081;1/1/2026;13/2/2026;450.0;0.0;1.0;19.0;AU;Arredo urbano;1811.0;TP;Testapalo;;;;;;
443717;1/1/2019;31/12/2022;0.0;0.0;1.0;100.0;NN;Non noto;1535.0;NN;Non noto;;;;;;
4351;1/1/2018;29/11/2021;800.0;200.0;1.0;100.0;AS;Armatura stradale;237.0;NN;Non noto;;;;;;
402429;6/8/2019;13/2/2026;800.0;0.0;1.0;70.0;AS;Armatura stradale;640.0;TP;Testapalo;;;;;;
384200;10/7/2019;31/12/2022;550.0;30.0;1.0;70.0;AU;Arredo urbano;613.0;SF;Soffitto;;;;;;
500973;1/1/2020;30/4/2021;650.0;0.0;1.0;70.0;AS;Armatura stradale;613.0;TP;Testapalo;;;;;;
1273278;1/1/2026;13/2/2026;800.0;0.0;1.0;16.0;AS;Armatura stradale;4683.0;SB_DR;Sbraccio attacco dritto;;;;;;
713068;1/1/2022;13/2/2026;0.0;0.0;1.0;23.0;PR;Proiettore;189.0;IN;Incassato;;;;;;
1006800;1/8/2023;13/2/2026;;;1.0;0.0;;Non applicabile;;NN;Non noto;;;;;;
1172312;1/1/2025;13/2/2026;700.0;;1.0;30.5;AU;Arredo urbano;1813.0;TP;Testapalo;;;;;;
636387;1/11/2020;13/2/2026;900.0;0.0;1.0;25.0;AS;Armatura stradale;754.0;TP;Testapalo;;;;;;
264937;17/10/2016;31/12/2021;500.0;0.0;1.0;30.0;AU;Arredo urbano;485.0;TP;Testapalo;;;;;;
195865;28/6/2016;31/12/2021;600.0;0.0;1.0;47.0;SF;Sfera;1237.0;MU;A muro o parete;;;;;;
959257;31/5/2023;31/5/2025;;100.0;1.0;150.0;AS;Armatura stradale;189.0;SB;Sbraccio su palo;;;;;;
1012833;1/6/2023;31/12/2024;700.0;;1.0;100.0;AS;Armatura stradale;189.0;TP;Testapalo;;;;;;
1252365;1/1/2025;13/2/2026;700.0;0.0;1.0;28.0;AS;Armatura stradale;749.0;TP;Testapalo;;;;;;
511655;1/1/2020;31/5/2023;800.0;0.0;1.0;58.0;AS;Armatura stradale;871.0;TP;Testapalo;;;;;;
708009;1/1/2022;13/2/2026;3000.0;100.0;1.0;412.0;PR;Proiettore;690.0;SB;Sbraccio su palo;;;;;;
678288;1/1/2021;13/2/2026;700.0;10.0;1.0;73.0;AU;Arredo urbano;613.0;SB;Sbraccio su palo;;;;;;
1057442;1/1/2024;13/2/2026;0.0;0.0;1.0;19.0;AU;Arredo urbano;2165.0;TP;Testapalo;;;;;;
1272000;1/1/2026;13/2/2026;800.0;;1.0;33.0;AS;Armatura stradale;1379.0;SB_DR;Sbraccio attacco dritto;;;;;;
846657;1/7/2022;18/4/2024;800.0;;1.0;150.0;AS;Armatura stradale;511.0;SB;Sbraccio su palo;;;;;;
204178;1/8/2016;31/12/2019;450.0;0.0;1.0;150.0;NN;Non noto;189.0;TP;Testapalo;;;;;;
882525;1/6/2022;31/12/2023;800.0;0.0;1.0;100.0;AS;Armatura stradale;189.0;NN;Non noto;;;;;;
1245992;1/6/2025;13/2/2026;800.0;0.0;1.0;25.2;AS;Armatura stradale;1051.0;TP;Testapalo;;;;;;
719023;1/1/2022;17/1/2022;800.0;;1.0;100.0;AS;Armatura stradale;;;;;;;;;
945237;1/1/2023;13/2/2026;0.0;;1.0;30.0;SF;Sfera;190.0;SF;Soffitto;;;;;;
1080397;2/8/2024;19/8/2024;500.0;;1.0;37.0;AS;Armatura stradale;750.0;TP;Testapalo;;;;;;
49132;1/1/2018;31/12/2024;900.0;150.0;1.0;100.0;AS;Armatura stradale;19.0;SB;Sbraccio su palo;;;;;;
764227;31/12/2021;31/12/2021;400.0;0.0;1.0;70.0;SF;Sfera;640.0;TP;Testapalo;;;;;;
748146;1/1/2022;13/2/2026;550.0;10.0;1.0;5.0;PR;Proiettore;2239.0;SB;Sbraccio su palo;;;;;;
605851;1/11/2020;30/12/2021;800.0;0.0;1.0;100.0;AS;Armatura stradale;66.0;TP;Testapalo;;;;;;
1149937;1/4/2024;13/2/2026;500.0;0.0;1.0;48.0;AU;Arredo urbano;2065.0;;;;;;;;
113246;1/1/2018;31/10/2020;900.0;150.0;1.0;250.0;AS;Armatura stradale;189.0;SB;Sbraccio su palo;;;;;;
637449;1/11/2020;13/2/2026;1200.0;150.0;1.0;250.0;AS;Armatura stradale;530.0;SB;Sbraccio su palo;;;;;;
767020;31/12/2021;31/12/2021;800.0;0.0;1.0;100.0;AS;Armatura stradale;66.0;TP;Testapalo;;;;;;
715640;1/1/2022;13/2/2026;550.0;0.0;1.0;57.0;AS;Armatura stradale;722.0;TP;Testapalo;;;;;;
1150099;1/4/2024;13/2/2026;800.0;100.0;1.0;150.0;AU;Arredo urbano;2065.0;;;;;;;;
49978;1/1/2018;13/2/2026;450.0;0.0;1.0;31.0;AU;Arredo urbano;550.0;SB;Sbraccio su palo;;;;;;
837837;1/1/2022;31/3/2025;0.0;150.0;1.0;100.0;AS;Armatura stradale;1180.0;ME;Mensola;;;;;;
749190;1/1/2022;13/2/2026;700.0;;1.0;63.0;AS;Armatura stradale;2255.0;TP;Testapalo;;;;;;
269973;17/10/2016;31/12/2021;0.0;0.0;1.0;125.0;NN;Non noto;189.0;NN;Non noto;;;;;;
1113018;1/4/2024;31/12/2024;900.0;;1.0;125.0;AS;Armatura stradale;2065.0;SB;Sbraccio su palo;;;;;;
237804;11/8/2016;30/6/2022;980.0;0.0;1.0;150.0;NN;Non noto;943.0;NN;Non noto;;;;;;
722887;1/1/2022;31/7/2023;800.0;0.0;1.0;54.0;NN;Non noto;189.0;TP;Testapalo;;;;;;
418740;1/10/2019;31/10/2020;100.0;0.0;1.0;20.0;AU;Arredo urbano;189.0;TP;Testapalo;;;;;;
294292;10/11/2016;31/12/2019;0.0;0.0;1.0;100.0;AS;Armatura stradale;8.0;MU;A muro o parete;;;;;;
985876;1/1/2023;13/2/2026;350.0;;1.0;35.0;AU;Arredo urbano;1745.0;TP;Testapalo;;;;;;
412792;4/11/2019;13/2/2026;800.0;0.0;1.0;41.0;AS;Armatura stradale;189.0;TP;Testapalo;;;;;;
16540;1/1/2018;31/12/2021;800.0;200.0;1.0;100.0;AS;Armatura stradale;241.0;NN;Non noto;;;;;;
19445;1/1/2018;31/12/2018;930.0;270.0;1.0;150.0;AS;Armatura stradale;241.0;NN;Non noto;;;;;;
349926;16/3/2017;31/12/2019;0.0;0.0;1.0;125.0;NN;Non noto;189.0;NN;Non noto;;;;;;
588772;1/2/2020;13/2/2026;700.0;0.0;1.0;21.0;AS;Armatura stradale;754.0;TP;Testapalo;;;;;;
575741;20/5/2020;30/11/2022;0.0;0.0;1.0;150.0;AU;Arredo urbano;179.0;TP;Testapalo;;;;;;
270322;17/10/2016;13/2/2026;0.0;0.0;1.0;100.0;NN;Non noto;189.0;NN;Non noto;;;;;;
1294609;26/1/2026;13/2/2026;850.0;150.0;;100.0;AS;Armatura stradale;2065.0;SB;Sbraccio su palo;;;;;;
716661;1/1/2022;13/2/2026;600.0;0.0;1.0;73.0;AS;Armatura stradale;722.0;TP;Testapalo;;;;;;
130255;1/1/2018;31/10/2020;0.0;0.0;1.0;40.0;AS;Armatura stradale;550.0;SB;Sbraccio su palo;;;;;;
90794;1/1/2018;31/12/2021;75.0;0.0;1.0;30.0;PL;Plafoniera;613.0;MU;A muro o parete;;;;;;
786482;1/1/2022;13/2/2026;500.0;20.0;1.0;29.0;AU;Arredo urbano;2305.0;SB;Sbraccio su palo;;;;;;
898816;1/1/2022;13/2/2026;800.0;0.0;1.0;150.0;AU;Arredo urbano;189.0;NN;Non noto;;;;;;
84497;1/1/2018;13/2/2026;0.0;0.0;1.0;76.0;AS;Armatura stradale;550.0;TP;Testapalo;;;;;;
132710;1/1/2018;31/10/2020;1200.0;150.0;1.0;21.0;AS;Armatura stradale;754.0;SB;Sbraccio su palo;;;;;;
967574;1/1/2023;13/2/2026;300.0;0.0;1.0;29.0;AU;Arredo urbano;3355.0;TP;Testapalo;;;;;;
1092297;1/7/2024;13/2/2026;800.0;10.0;1.0;20.0;PR;Proiettore;3362.0;SB;Sbraccio su palo;;;;;;
416028;1/10/2019;31/10/2020;400.0;0.0;1.0;60.0;LA;Lanterna artistica ;1462.0;SF;Soffitto;;;;;;
203799;1/8/2016;31/12/2019;0.0;0.0;1.0;70.0;NN;Non noto;189.0;SB;Sbraccio su palo;;;;;;
587221;1/10/2020;3/10/2022;700.0;100.0;1.0;35.0;AU;Arredo urbano;225.0;SB;Sbraccio su palo;;;;;;
440574;1/10/2019;31/10/2020;800.0;0.0;1.0;250.0;AU;Arredo urbano;189.0;NN;Non noto;;;;;;
1177420;1/1/2025;13/2/2026;1000.0;0.0;1.0;75.0;AS;Armatura stradale;2089.0;TP;Testapalo;;;;;;
684617;10/8/2021;31/12/2022;0.0;0.0;1.0;17.0;AU;Arredo urbano;1745.0;NN;Non noto;;;;;;
643718;1/11/2020;13/2/2026;0.0;0.0;1.0;89.0;AS;Armatura stradale;2036.0;TP;Testapalo;;;;;;
579166;1/1/2020;13/2/2026;;;1.0;70.0;AU;Arredo urbano;189.0;ME;Mensola;;;;;;
870584;1/1/2022;13/2/2026;0.0;0.0;1.0;21.0;AS;Armatura stradale;2270.0;TP;Testapalo;;;;;;
1126032;1/1/2022;13/2/2026;800.0;0.0;1.0;32.0;AS;Armatura stradale;754.0;TP;Testapalo;;;;;;
1297255;26/1/2026;13/2/2026;400.0;;;58.0;PL;Plafoniera;2065.0;MU;A muro o parete;;;;;;
333697;25/1/2017;31/12/2022;0.0;0.0;1.0;100.0;NN;Non noto;189.0;NN;Non noto;;;;;;
677099;1/1/2021;28/2/2022;850.0;0.0;1.0;100.0;AS;Armatura stradale;269.0;TP;Testapalo;;;;;;
197820;28/6/2016;31/12/2021;1200.0;0.0;1.0;70.0;PR;Proiettore;1292.0;TP;Testapalo;;;;;;
142475;1/1/2020;31/12/2024;1000.0;50.0;1.0;41.0;AS;Armatura stradale;749.0;SB;Sbraccio su palo;;;;;;
146350;18/9/2018;31/12/2024;0.0;0.0;1.0;90.0;AS;Armatura stradale;551.0;NN;Non noto;;;;;;
789868;1/1/2022;31/12/2025;900.0;0.0;1.0;150.0;AS;Armatura stradale;66.0;TP;Testapalo;;;;;;
735898;26/4/2022;31/12/2023;800.0;0.0;1.0;205.0;AS;Armatura stradale;189.0;TP;Testapalo;;;;;;
379809;10/7/2019;13/2/2026;1000.0;0.0;1.0;150.0;AS;Armatura stradale;613.0;TP;Testapalo;;;;;;
58620;1/1/2018;31/12/2022;0.0;0.0;1.0;70.0;AS;Armatura stradale;8.0;SB;Sbraccio su palo;;;;;;
1198383;1/4/2025;13/2/2026;900.0;0.0;1.0;61.0;AS;Armatura stradale;2443.0;TP;Testapalo;;;;;;
98267;1/1/2018;31/12/2021;700.0;30.0;1.0;150.0;AS;Armatura stradale;54.0;SB;Sbraccio su palo;;;;;;
455196;1/1/2020;13/2/2026;350.0;50.0;1.0;70.0;AU;Arredo urbano;1377.0;SB;Sbraccio su palo;;;;;;
410187;4/11/2019;13/2/2026;0.0;0.0;1.0;56.0;AS;Armatura stradale;1384.0;TP;Testapalo;;;;;;
839003;1/1/2022;31/3/2025;900.0;75.0;1.0;61.0;AS;Armatura stradale;2443.0;SB;Sbraccio su palo;;;;;;
523925;1/1/2020;31/8/2023;700.0;0.0;1.0;50.0;AS;Armatura stradale;613.0;TP;Testapalo;;;;;;
174653;30/9/2018;13/2/2026;400.0;0.0;2.0;70.0;PL;Plafoniera;172.0;SF;Soffitto;;;;;;
1128669;1/1/2025;13/2/2026;;;1.0;18.0;SP;Segnapasso;2065.0;IN;Incassato;;;;;;
380530;10/7/2019;31/12/2022;800.0;150.0;1.0;150.0;AS;Armatura stradale;1278.0;SB;Sbraccio su palo;;;;;;
