arm_id,arm_data_ini,arm_data_fin,arm_altezza,arm_lunghezza_sbraccio,arm_numero_lampade,arm_lmp_potenza_nominale,tar_cod,tar_descr,tmo_id,tpo_cod,tpo_descr,sgn_id,sgn_data_inserimento,tcs_id,tcs_descr,tci_id,tci_descr,latitudine,longitudine
1206474,1/8/2025,13/2/2026,,,1.0,70.0,LA,Lanterna artistica ,2065.0,TP,Testapalo,,,,,,,41.87022915813364,12.490746527507834
1207860,1/8/2025,13/2/2026,750.0,,1.0,60.0,AS,Armatura stradale,2065.0,SB_DR,Sbraccio attacco dritto,,,,,,,41.996615313104584,12.455377129046626
465070,1/1/2020,13/2/2026,800.0,0.0,1.0,50.0,AS,Armatura stradale,605.0,TP,Testapalo,,,,,,,41.85109138497631,12.494645991180526
957570,31/5/2023,10/7/2023,,,1.0,75.0,AS,Armatura stradale,189.0,TP,Testapalo,,,,,,,41.94921971446573,12.585778284106679
438728,1/10/2019,31/10/2020,800.0,0.0,1.0,250.0,AS,Armatura stradale,189.0,NN,Non noto,,,,,,,41.91088668187472,12.498862474415267
104342,1/1/2018,31/12/2021,800.0,300.0,1.0,76.4,AS,Armatura stradale,723.0,SB,Sbraccio su palo,,,,,,,41.82404121636637,12.54106308829413
386842,10/7/2019,31/12/2022,750.0,0.0,1.0,100.0,AS,Armatura stradale,104.0,TP,Testapalo,,,,,,,41.96989292488127,12.269346605086596
566863,1/1/2020,31/5/2022,820.0,0.0,1.0,70.0,AS,Armatura stradale,53.0,TP,Testapalo,,,,,,,41.866622358517446,12.541973887841582
845864,1/7/2022,31/12/2023,900.0,,1.0,150.0,AS,Armatura stradale,157.0,SB,Sbraccio su palo,,,,,,,41.87875186340498,12.472675931869361
1070524,1/1/2024,31/12/2024,800.0,,1.0,30.5,AS,Armatura stradale,749.0,TP,Testapalo,,,,,,,41.85211475161083,12.451441706599658
1265125,1/1/2026,13/2/2026,800.0,,1.0,62.0,AS,Armatura stradale,2294.0,SB,Sbraccio su palo,,,,,,,41.916822285631724,12.409222397984735
1076733,1/11/2023,13/2/2026,800.0,0.0,1.0,60.0,AS,Armatura stradale,2065.0,,,,,,,,,41.89860728182228,12.511031462042174
396495,6/8/2019,13/2/2026,500.0,50.0,1.0,70.0,AU,Arredo urbano,613.0,SB,Sbraccio su palo,,,,,,,41.761956692218035,12.353350422248788
730622,1/1/2022,31/1/2022,400.0,0.0,1.0,125.0,SF,Sfera,599.0,TP,Testapalo,,,,,,,41.99544435899605,12.391256948881361
673634,1/1/2021,13/2/2026,0.0,0.0,1.0,100.0,AS,Armatura stradale,7.0,SB,Sbraccio su palo,,,,,,,41.902506926757766,12.432936174126164
259859,28/9/2016,31/12/2019,800.0,0.0,1.0,51.0,AS,Armatura stradale,1155.0,NN,Non noto,,,,,,,41.73981734740277,12.274323713567922
499238,1/1/2020,13/2/2026,350.0,0.0,1.0,70.0,AS,Armatura stradale,640.0,TP,Testapalo,,,,,,,41.94126433199487,12.48172489885464
761645,31/12/2021,31/12/2021,750.0,0.0,1.0,125.0,AS,Armatura stradale,611.0,SB,Sbraccio su palo,,,,,,,41.834230210219424,12.347754646807768
1251764,1/1/2025,13/2/2026,800.0,0.0,1.0,37.0,AS,Armatura stradale,749.0,TP,Testapalo,,,,,,,41.86668170491179,12.575485378084704
132852,1/1/2018,31/10/2020,0.0,0.0,1.0,4.0,LA,Lanterna artistica ,189.0,ME,Mensola,,,,,,,41.97705176731725,12.441719792040294
628037,1/11/2020,13/2/2026,0.0,0.0,1.0,41.0,AS,Armatura stradale,749.0,TP,Testapalo,,,,,,,41.93555165920762,12.625096239633445
1256048,1/1/2026,13/2/2026,700.0,163.0,1.0,53.0,AS,Armatura stradale,749.0,SB,Sbraccio su palo,,,,,,,41.88090615664596,12.615077192307362
1104326,1/1/2024,13/2/2026,900.0,150.0,1.0,90.0,AS,Armatura stradale,3954.0,SB,Sbraccio su palo,,,,,,,42.01029167817394,12.501930194257216
997087,1/7/2023,13/2/2026,1000.0,,1.0,250.0,AS,Armatura stradale,189.0,TP,Testapalo,,,,,,,41.83139036264101,12.578198169524237
58940,1/1/2018,31/12/2022,0.0,0.0,1.0,100.0,NN,Non noto,169.0,SB,Sbraccio su palo,,,,,,,41.88907926416626,12.55887448409068
830878,1/1/2022,31/3/2025,900.0,20.0,1.0,71.0,AS,Armatura stradale,2449.0,SB,Sbraccio su palo,,,,,,,42.02551742506394,12.485773925112047
709654,1/1/2022,13/2/2026,800.0,300.0,1.0,57.0,AS,Armatura stradale,722.0,SB,Sbraccio su palo,,,,,,,41.93595205919799,12.437303075425852
1176776,1/7/2025,13/2/2026,450.0,50.0,1.0,70.0,AU,Arredo urbano,189.0,SB_SO,Sbraccio attacco sospeso,,,,,,,41.92252125196225,12.369758257625556
929383,1/1/2023,31/12/2024,900.0,,1.0,150.0,AS,Armatura stradale,2992.0,SB,Sbraccio su palo,,,,,,,41.858067549667396,12.59611310324555
524334,1/1/2020,29/2/2024,900.0,10.0,1.0,150.0,AS,Armatura stradale,640.0,SB,Sbraccio su palo,,,,,,,41.73671604346799,12.3546257327302
1242405,1/6/2025,13/2/2026,400.0,,1.0,19.1,AU,Arredo urbano,1811.0,TP,Testapalo,,,,,,,41.79076033509789,12.433822814176404
112744,1/1/2018,31/10/2020,1000.0,0.0,1.0,100.0,AS,Armatura stradale,262.0,TP,Testapalo,,,,,,,41.87678175049083,12.638835855540185
831597,1/1/2022,31/3/2025,400.0,0.0,1.0,31.5,AU,Arredo urbano,2481.0,TP,Testapalo,,,,,,,41.943611887590734,12.599398117555465
183166,30/9/2018,13/2/2026,400.0,10.0,1.0,70.0,AU,Arredo urbano,225.0,SB,Sbraccio su palo,,,,,,,41.864917892266384,12.440610048296557
562415,1/1/2020,31/12/2021,700.0,0.0,1.0,150.0,AS,Armatura stradale,613.0,TP,Testapalo,,,,,,,41.8370058448416,12.463139665400256
