arm_id,risk_score
1123602,0.9778514987651883
699123,0.973562553122538
1262008,0.9693181699611152
1298042,0.9661150766607951
1123106,0.9650980791966021
1040979,0.9610553486794329
1039412,0.9610553486794329
1039411,0.9610553486794329
970977,0.9575340068692819
1039725,0.9490892222076944
1039673,0.9302997082544172
1041222,0.9204133614306205
1041238,0.9204133614306205
1041079,0.9204133614306205
1041224,0.9204133614306205
1040290,0.9204133614306205
1039546,0.9204133614306205
1041662,0.9204133614306205
1123439,0.9145958283760856
1156196,0.9074605979612991
1137712,0.9008894698415274
1037221,0.9006908440828431
278005,0.8979758378512477
1018158,0.8977788787216239
1018306,0.8977788787216239
1123369,0.8933396817971173
1064630,0.8872492531048785
673658,0.8837594281955612
1018792,0.8806632439496678
1169070,0.8786167970493931
1124150,0.8780989857393814
1123376,0.8718454593305922
671671,0.8716399342976362
1018566,0.8716399342976362
280500,0.8712355596422574
278331,0.8712355596422574
280205,0.8712355596422574
163393,0.8697371417050952
1123893,0.8666931191312397
169114,0.8575152502449707
721196,0.8482426620048437
1123303,0.842261696830049
274027,0.8408256073995894
274080,0.8408256073995894
971204,0.8387511497717737
960865,0.8358411622367624
914038,0.8180909124096656
725909,0.8153955735299471
161166,0.8036631065503589
577893,0.8031557765057334
980977,0.796691309847966
1166815,0.787060360004595
683536,0.7828252417029581
1025589,0.7755824042323873
1042052,0.7714465362136074
964037,0.7707629168620138
274795,0.7707629168620138
336445,0.7707629168620138
963775,0.7707629168620138
336531,0.7707629168620138
273938,0.7683034905047718
274240,0.7683034905047718
409304,0.7677919511248015
280964,0.7522449471446819
278178,0.7507932160471764
279739,0.7507932160471764
699158,0.7489474959252247
1150666,0.7483852095250468
1297880,0.744393545446142
576906,0.7400671586444253
1035312,0.7388869602314921
1040529,0.7354096992480159
1040678,0.7354096992480159
1040567,0.7354096992480159
1039449,0.7354096992480159
1040921,0.7354096992480159
988539,0.7331998452896565
1156574,0.7319362959626062
1286592,0.7317213665491225
619920,0.7193350446357971
1027761,0.7192907858573987
411158,0.7151825138412978
173706,0.7141374487540736
181487,0.7118234381019943
173745,0.7116528306136245
1015612,0.711295376271257
1015180,0.711295376271257
277933,0.711295376271257
1015037,0.711295376271257
1002046,0.711295376271257
963785,0.711295376271257
990803,0.711295376271257
1015032,0.711295376271257
273267,0.711295376271257
277517,0.711295376271257
272333,0.711295376271257
272161,0.711295376271257
