arm_id,arm_data_ini,arm_data_fin,arm_altezza,arm_lunghezza_sbraccio,arm_numero_lampade,arm_lmp_potenza_nominale,tar_cod,tar_descr,tmo_id,tpo_cod,tpo_descr,sgn_id,sgn_data_inserimento,tcs_id,tcs_descr,tci_id,tci_descr,latitudine,longitudine
586862,4/11/2020,13/2/2026,0.0,0.0,1.0,8.0,SP,Segnapasso,211.0,NN,Non noto,,,,,,,41.75415614058419,12.367720843801488
62533,1/1/2018,31/12/2021,0.0,0.0,1.0,150.0,AS,Armatura stradale,161.0,SB,Sbraccio su palo,,,,,,,41.85127265515558,12.449041367357248
200513,6/7/2016,31/12/2022,980.0,0.0,1.0,150.0,AS,Armatura stradale,902.0,TP,Testapalo,,,,,,,41.86408447487902,12.425323639430536
861938,1/1/2022,13/2/2026,800.0,0.0,1.0,20.0,AS,Armatura stradale,772.0,TP,Testapalo,,,,,,,41.9767352895229,12.424903895116325
246854,21/9/2016,31/12/2019,850.0,0.0,1.0,150.0,AS,Armatura stradale,189.0,NN,Non noto,,,,,,,41.737823024177466,12.336701032066317
1018282,1/7/2021,13/2/2026,,80.0,1.0,100.0,AS,Armatura stradale,189.0,SB,Sbraccio su palo,,,,,,,41.96593581150215,12.511261044498148
299629,10/11/2016,31/12/2019,0.0,0.0,1.0,36.0,SP,Segnapasso,189.0,IN,Incassato,,,,,,,41.89224209206169,12.704892142418682
155739,18/9/2018,13/2/2026,520.0,0.0,1.0,37.0,AS,Armatura stradale,754.0,TP,Testapalo,,,,,,,42.03565515823849,12.47320661830612
365852,23/1/2018,31/12/2021,0.0,0.0,1.0,150.0,AS,Armatura stradale,105.0,TP,Testapalo,,,,,,,41.727691097155024,12.375379018803242
871150,1/1/2021,13/2/2026,0.0,0.0,1.0,32.0,AS,Armatura stradale,754.0,TP,Testapalo,,,,,,,41.82185500323172,12.614449476993665
1100688,1/1/2024,13/2/2026,0.0,0.0,1.0,20.0,SP,Segnapasso,2065.0,IN,Incassato,,,,,,,42.01129747938495,12.381557216228828
165828,18/9/2018,13/2/2026,520.0,0.0,1.0,27.0,AS,Armatura stradale,754.0,TP,Testapalo,,,,,,,42.04022481055026,12.357571108216403
1220883,1/11/2025,13/2/2026,470.0,,1.0,22.4,LA,Lanterna artistica ,372.0,TP,Testapalo,,,,,,,41.74421495574878,12.358089219495746
458708,1/1/2020,13/2/2026,650.0,200.0,1.0,30.0,AS,Armatura stradale,613.0,SB,Sbraccio su palo,,,,,,,42.03210297507181,12.429961875835797
474308,1/1/2020,13/2/2026,800.0,0.0,1.0,70.0,AS,Armatura stradale,640.0,TP,Testapalo,,,,,,,41.96635251012739,12.514422982301978
882888,1/6/2022,31/12/2023,900.0,150.0,1.0,100.0,AS,Armatura stradale,189.0,NN,Non noto,,,,,,,41.743608629340855,12.250663058993856
1113596,1/4/2024,31/12/2024,900.0,,1.0,150.0,AS,Armatura stradale,2065.0,SB,Sbraccio su palo,,,,,,,41.844052868537545,12.65099792676272
286559,10/11/2016,31/12/2019,0.0,0.0,1.0,100.0,AS,Armatura stradale,241.0,TP,Testapalo,,,,,,,41.90616580231902,12.435756708859886
603877,1/11/2020,30/12/2021,800.0,0.0,1.0,30.0,AS,Armatura stradale,611.0,SB,Sbraccio su palo,,,,,,,41.7908535787812,12.519496374064026
459397,1/1/2020,13/2/2026,400.0,50.0,1.0,70.0,AU,Arredo urbano,1377.0,SB,Sbraccio su palo,,,,,,,41.940863223894645,12.645197529687785
735082,1/1/2022,1/5/2024,500.0,0.0,1.0,60.0,AU,Arredo urbano,613.0,TP,Testapalo,,,,,,,41.73982877810027,12.356018486016525
598235,1/11/2020,30/12/2021,20.0,0.0,1.0,70.0,PR,Proiettore,1580.0,AT,A terra,,,,,,,41.703317432100285,12.60228238292929
422064,1/10/2019,31/10/2020,350.0,0.0,1.0,70.0,SF,Sfera,425.0,TP,Testapalo,,,,,,,41.89756612930776,12.383828543723208
239681,9/9/2016,31/12/2019,300.0,0.0,1.0,80.0,SF,Sfera,189.0,NN,Non noto,,,,,,,41.93238865375519,12.568379284211494
394539,6/8/2019,31/12/2020,400.0,0.0,1.0,70.0,SF,Sfera,612.0,TP,Testapalo,,,,,,,41.917885017524426,12.440330206659171
1079575,1/1/2024,31/12/2024,500.0,100.0,1.0,100.0,LA,Lanterna artistica ,2065.0,,,,,,,,,41.8391902905953,12.422553508955883
911291,1/5/2022,13/2/2026,600.0,,1.0,70.0,AU,Arredo urbano,225.0,SB,Sbraccio su palo,,,,,,,41.91911758586676,12.471663089854344
419701,1/10/2019,31/10/2020,500.0,0.0,1.0,70.0,SF,Sfera,612.0,TP,Testapalo,,,,,,,41.74275447230649,12.286577321115677
1076109,1/1/2024,13/2/2026,800.0,,1.0,35.0,AS,Armatura stradale,3707.0,SB,Sbraccio su palo,,,,,,,41.76377597885261,12.469235142994329
32034,1/1/2018,13/2/2026,300.0,0.0,1.0,70.0,AS,Armatura stradale,367.0,TP,Testapalo,,,,,,,41.85986072403281,12.669537784233535
432377,1/10/2019,31/10/2020,800.0,0.0,1.0,100.0,AS,Armatura stradale,7.0,TP,Testapalo,,,,,,,41.8654373918648,12.373655533836844
886525,1/6/2022,31/12/2023,500.0,0.0,1.0,70.0,SF,Sfera,189.0,NN,Non noto,,,,,,,42.02115935672009,12.375828920940402
1221229,1/11/2025,13/2/2026,700.0,10.0,1.0,45.0,PR,Proiettore,2169.0,PI,Pipetta,,,,,,,41.82359374116295,12.606557398539298
663385,1/1/2021,3/4/2022,600.0,0.0,1.0,100.0,AS,Armatura stradale,345.0,TP,Testapalo,,,,,,,41.935971628532016,12.532970845192533
829307,1/1/2022,31/3/2025,,,1.0,36.0,AS,Armatura stradale,2458.0,SB,Sbraccio su palo,,,,,,,41.752705900520716,12.353394455526528
1124153,1/11/2024,13/2/2026,,,1.0,250.0,AS,Armatura stradale,1625.0,TP,Testapalo,,,,,,,41.76883646646398,12.313532193890087
591721,1/11/2020,30/12/2021,800.0,0.0,1.0,100.0,AS,Armatura stradale,611.0,TP,Testapalo,,,,,,,41.80741319053208,12.432012735348458
1000081,1/8/2023,13/2/2026,850.0,50.0,1.0,95.0,AS,Armatura stradale,189.0,SB,Sbraccio su palo,,,,,,,41.92347270659506,12.539027910045355
1216421,1/1/2025,13/2/2026,300.0,30.0,1.0,30.0,AU,Arredo urbano,2202.0,PI,Pipetta,,,,,,,41.89340485529588,12.60365346472031
371721,15/3/2018,31/1/2020,0.0,0.0,1.0,150.0,PR,Proiettore,601.0,MU,A muro o parete,,,,,,,41.89752834488572,12.519648881567297
661685,1/1/2021,3/4/2022,1000.0,0.0,1.0,150.0,AS,Armatura stradale,323.0,TP,Testapalo,,,,,,,41.91203859920427,12.45451533239328
436820,1/10/2019,31/10/2020,0.0,0.0,1.0,100.0,AS,Armatura stradale,189.0,NN,Non noto,,,,,,,41.930486911791206,12.569880147081724
115992,1/1/2018,31/10/2020,0.0,0.0,1.0,100.0,SF,Sfera,189.0,TP,Testapalo,,,,,,,41.911021095701194,12.689599418067639
587451,1/10/2020,3/10/2022,400.0,0.0,1.0,35.0,AU,Arredo urbano,1745.0,TP,Testapalo,,,,,,,41.986289298181696,12.470736828169073
109329,1/1/2018,31/10/2020,0.0,0.0,1.0,100.0,SF,Sfera,189.0,TP,Testapalo,,,,,,,41.832961214960555,12.460904210277452
1088005,1/4/2024,31/12/2024,400.0,0.0,1.0,70.0,SF,Sfera,189.0,,,,,,,,,41.73835221471579,12.382623814393567
839610,1/1/2022,31/3/2025,700.0,20.0,1.0,25.0,AS,Armatura stradale,2402.0,SB,Sbraccio su palo,,,,,,,41.93889101774484,12.468913345821337
342032,28/2/2017,13/2/2026,0.0,0.0,1.0,0.0,NN,Non noto,189.0,NN,Non noto,,,,,,,41.96184909266884,12.519582117309183
344312,28/2/2017,30/9/2022,0.0,0.0,1.0,100.0,NN,Non noto,189.0,NN,Non noto,,,,,,,41.75702764205068,12.358736586241127
466140,1/1/2020,13/2/2026,350.0,0.0,1.0,20.0,AU,Arredo urbano,691.0,TP,Testapalo,,,,,,,41.730752927229865,12.27824654435313
1281310,1/1/2026,13/2/2026,600.0,150.0,1.0,27.0,AS,Armatura stradale,358.0,SB,Sbraccio su palo,,,,,,,41.746553311975454,12.530209256877422
570925,20/5/2020,31/10/2024,850.0,0.0,1.0,100.0,AS,Armatura stradale,7.0,TP,Testapalo,,,,,,,41.88293116997912,12.44033245336279
866988,1/1/2022,13/2/2026,0.0,0.0,1.0,9.0,SP,Segnapasso,2789.0,IN,Incassato,,,,,,,41.836918937876646,12.518812390692236
865158,1/1/2022,13/2/2026,900.0,100.0,1.0,53.0,AS,Armatura stradale,2781.0,SB,Sbraccio su palo,,,,,,,41.92760310197421,12.532883773721768
716649,1/1/2022,13/2/2026,600.0,0.0,1.0,54.0,AS,Armatura stradale,1342.0,SO,Sospensione,,,,,,,41.96870661317677,12.490897130899977
844174,1/1/2022,13/2/2026,900.0,,1.0,43.0,AS,Armatura stradale,1632.0,NN,Non noto,,,,,,,41.842494311721204,12.58470787772226
534849,1/1/2020,31/12/2024,800.0,0.0,1.0,150.0,AS,Armatura stradale,8.0,TP,Testapalo,,,,,,,41.98703103673869,12.494093334082159
834203,1/1/2022,31/3/2025,900.0,300.0,1.0,34.0,AS,Armatura stradale,2406.0,SB,Sbraccio su palo,,,,,,,41.924810305778045,12.374351006259548
376971,10/7/2019,13/2/2026,700.0,0.0,1.0,100.0,AS,Armatura stradale,640.0,TP,Testapalo,,,,,,,41.90986740851951,12.70626655199122
1201369,1/4/2025,13/2/2026,0.0,,1.0,250.0,PR,Proiettore,1143.0,MU,A muro o parete,,,,,,,41.8890881367891,12.511584364127948
727878,1/1/2022,31/12/2022,700.0,0.0,1.0,150.0,AS,Armatura stradale,612.0,TP,Testapalo,,,,,,,41.906408089963726,12.380289350372395
1059724,1/4/2024,13/2/2026,800.0,200.0,1.0,67.0,AS,Armatura stradale,3719.0,SB,Sbraccio su palo,,,,,,,41.8339792475114,12.447650155081757
792726,1/1/2022,31/12/2025,800.0,0.0,1.0,100.0,AU,Arredo urbano,874.0,TP,Testapalo,,,,,,,42.018035180643054,12.44191935176903
311703,2/12/2016,13/2/2026,0.0,0.0,1.0,100.0,NN,Non noto,261.0,NN,Non noto,,,,,,,41.76477078562883,12.551716535187989
619471,1/11/2020,13/2/2026,700.0,0.0,1.0,70.0,AS,Armatura stradale,104.0,TP,Testapalo,,,,,,,41.90384969971991,12.38420307159488
265848,17/10/2016,31/12/2021,500.0,0.0,1.0,45.0,AU,Arredo urbano,485.0,TP,Testapalo,,,,,,,41.87891042252038,12.456431429132717
540022,1/1/2020,30/11/2022,1000.0,0.0,1.0,150.0,AS,Armatura stradale,189.0,TP,Testapalo,,,,,,,41.73235399664873,12.290213114866676
205732,1/8/2016,31/12/2019,0.0,0.0,1.0,250.0,NN,Non noto,189.0,SB,Sbraccio su palo,,,,,,,41.91311235514191,12.466125054220567
115897,1/1/2018,31/10/2020,1100.0,0.0,1.0,0.0,PR,Proiettore,189.0,MU,A muro o parete,,,,,,,41.92829546153706,12.353042170631863
388567,10/7/2019,31/12/2022,50.0,0.0,1.0,7.0,SP,Segnapasso,601.0,IN,Incassato,,,,,,,42.04723787470688,12.576733436687759
280083,17/10/2016,13/2/2026,0.0,0.0,1.0,250.0,NN,Non noto,747.0,NN,Non noto,,,,,,,41.75427218219624,12.36840224691927
348613,16/3/2017,31/12/2019,0.0,0.0,1.0,70.0,NN,Non noto,189.0,NN,Non noto,,,,,,,41.91098242838471,12.396323740894314
600923,1/11/2020,30/12/2021,800.0,0.0,1.0,70.0,AS,Armatura stradale,7.0,TP,Testapalo,,,,,,,41.76701416513315,12.350138591136304
194334,28/6/2016,31/12/2021,0.0,200.0,1.0,89.0,AS,Armatura stradale,1241.0,ME,Mensola,,,,,,,41.91466023790798,12.389577499877557
239547,9/9/2016,31/12/2019,400.0,0.0,1.0,36.0,SF,Sfera,189.0,NN,Non noto,,,,,,,41.73094462651381,12.289051448777188
171034,18/9/2018,13/2/2026,520.0,0.0,1.0,37.0,AS,Armatura stradale,754.0,TP,Testapalo,,,,,,,41.90383183889581,12.588076360969735
1069654,1/1/2024,13/2/2026,1000.0,200.0,1.0,98.0,AS,Armatura stradale,749.0,SB,Sbraccio su palo,,,,,,,41.73991577838721,12.36291094528472
962855,1/1/2024,13/2/2026,900.0,,1.0,117.0,AS,Armatura stradale,2095.0,TP,Testapalo,,,,,,,41.87795276911044,12.649583259144459
192845,28/6/2016,31/12/2021,900.0,0.0,1.0,89.0,AS,Armatura stradale,1241.0,SB,Sbraccio su palo,,,,,,,41.96422568492136,12.568238235501374
441987,1/1/2019,31/12/2022,0.0,0.0,1.0,70.0,AU,Arredo urbano,1442.0,NN,Non noto,,,,,,,41.90188574031971,12.413417010403602
1273058,1/1/2026,13/2/2026,800.0,,1.0,33.0,AS,Armatura stradale,4683.0,TP,Testapalo,,,,,,,41.947354385489554,12.469389560744924
897475,1/1/2022,31/12/2024,800.0,30.0,1.0,150.0,AS,Armatura stradale,189.0,NN,Non noto,,,,,,,41.757614563200086,12.373309140784682
285392,17/10/2016,30/4/2021,0.0,0.0,1.0,150.0,NN,Non noto,530.0,NN,Non noto,,,,,,,42.00282205957535,12.382872120932094
444812,1/1/2019,31/12/2022,0.0,0.0,1.0,100.0,NN,Non noto,1419.0,NN,Non noto,,,,,,,41.98500548255246,12.419052076374292
773345,31/12/2021,31/12/2021,800.0,0.0,1.0,70.0,AS,Armatura stradale,66.0,TP,Testapalo,,,,,,,41.77234743586731,12.307554724482328
176678,30/9/2018,13/2/2026,400.0,0.0,1.0,100.0,SF,Sfera,170.0,TP,Testapalo,,,,,,,41.91123993588652,12.57058992577006
687326,10/8/2021,13/2/2026,0.0,0.0,1.0,28.0,AS,Armatura stradale,550.0,SB,Sbraccio su palo,,,,,,,42.01301415926571,12.377803789532381
934161,12/1/2023,13/2/2026,,,1.0,37.0,AS,Armatura stradale,1803.0,TP,Testapalo,,,,,,,41.92819476864544,12.620413962311114
188463,28/6/2016,31/12/2021,900.0,200.0,1.0,89.0,AS,Armatura stradale,1241.0,SB,Sbraccio su palo,,,,,,,41.82249818123236,12.51149938497421
410696,4/11/2019,13/2/2026,0.0,0.0,1.0,56.0,AS,Armatura stradale,1384.0,TP,Testapalo,,,,,,,41.91834871549961,12.289520498721066
228274,1/8/2016,31/12/2019,0.0,0.0,1.0,70.0,NN,Non noto,189.0,SB,Sbraccio su palo,,,,,,,41.79129536737696,12.518741349558445
575817,20/5/2020,30/11/2022,0.0,0.0,1.0,150.0,AS,Armatura stradale,7.0,SB,Sbraccio su palo,,,,,,,41.98274896802087,12.52095637393596
1269527,1/1/2026,13/2/2026,750.0,,1.0,23.0,AS,Armatura stradale,2297.0,TP,Testapalo,,,,,,,41.752993504865714,12.384315923084271
904036,1/1/2022,13/2/2026,500.0,30.0,1.0,70.0,AU,Arredo urbano,189.0,NN,Non noto,,,,,,,41.94297722737474,12.378254778711959
677980,1/1/2021,31/10/2022,0.0,0.0,1.0,9.0,SP,Segnapasso,2046.0,IN,Incassato,,,,,,,42.012228444601135,12.252800622874233
250933,21/9/2016,31/12/2019,700.0,0.0,1.0,150.0,AU,Arredo urbano,189.0,NN,Non noto,,,,,,,41.96245063701834,12.401929154198209
1211128,1/4/2025,13/2/2026,350.0,0.0,1.0,20.0,AU,Arredo urbano,2811.0,TP,Testapalo,,,,,,,41.94019982610575,12.455321264638922
602906,1/11/2020,30/12/2021,600.0,0.0,1.0,70.0,AS,Armatura stradale,66.0,TP,Testapalo,,,,,,,41.75004723280974,12.38555887587606
208795,1/8/2016,31/12/2019,0.0,0.0,1.0,100.0,NN,Non noto,189.0,TP,Testapalo,,,,,,,41.7529876361431,12.317038844570797
106679,1/1/2018,31/10/2020,1200.0,0.0,1.0,250.0,AS,Armatura stradale,189.0,SB,Sbraccio su palo,,,,,,,41.7858294132971,12.35503721052043
764276,31/12/2021,31/12/2021,0.0,0.0,1.0,150.0,AS,Armatura stradale,66.0,TP,Testapalo,,,,,,,41.78548164737474,12.501054422410924
959873,1/1/2023,13/2/2026,300.0,0.0,1.0,70.0,SF,Sfera,189.0,NN,Non noto,,,,,,,42.0183514837993,12.469788680694567
37854,1/1/2018,31/12/2020,600.0,0.0,1.0,150.0,AS,Armatura stradale,414.0,SO,Sospensione,,,,,,,41.89926641916516,12.451987787529697
562570,1/1/2020,31/12/2021,400.0,0.0,1.0,125.0,SF,Sfera,599.0,TP,Testapalo,,,,,,,42.03683867854249,12.466214342576752
666027,1/1/2021,3/4/2022,1100.0,150.0,1.0,100.0,AS,Armatura stradale,241.0,SB,Sbraccio su palo,,,,,,,41.93585176362515,12.482384282714058
185509,6/6/2019,13/2/2026,0.0,0.0,1.0,44.5,AS,Armatura stradale,1318.0,NN,Non noto,,,,,,,41.930947716226115,12.635761748399121
968277,1/1/2023,13/2/2026,700.0,0.0,1.0,30.0,AS,Armatura stradale,3361.0,TP,Testapalo,,,,,,,41.90104482330781,12.385302882912615
470941,1/1/2020,13/2/2026,750.0,100.0,1.0,100.0,AS,Armatura stradale,1376.0,SB,Sbraccio su palo,,,,,,,41.89023104672653,12.514022526231685
681761,1/1/2021,12/10/2021,800.0,150.0,1.0,100.0,AS,Armatura stradale,613.0,SB,Sbraccio su palo,,,,,,,41.911654645113046,12.492605381903031
13570,1/1/2018,31/12/2018,870.0,210.0,1.0,125.0,AS,Armatura stradale,189.0,NN,Non noto,,,,,,,41.8663432763968,12.690499812550096
115167,1/1/2018,31/10/2020,600.0,50.0,1.0,38.0,AS,Armatura stradale,774.0,SB,Sbraccio su palo,,,,,,,41.979304477896385,12.476221666807076
912853,1/5/2022,13/2/2026,600.0,,1.0,50.0,AU,Arredo urbano,1609.0,TP,Testapalo,,,,,,,41.81321956410314,12.475616102999407
1157743,1/1/2025,13/2/2026,0.0,0.0,1.0,65.0,AS,Armatura stradale,749.0,NN,Non noto,,,,,,,41.88730407133089,12.51693985535239
341681,28/2/2017,31/12/2019,0.0,0.0,1.0,100.0,AS,Armatura stradale,1148.0,TP,Testapalo,,,,,,,41.896314225434175,12.482115556013184
573082,20/5/2020,31/12/2020,0.0,0.0,1.0,40.0,AU,Arredo urbano,458.0,TP,Testapalo,,,,,,,41.730059287444014,12.374822933784419
441755,1/1/2019,31/12/2022,0.0,0.0,1.0,58.0,AU,Arredo urbano,1545.0,NN,Non noto,,,,,,,41.95983084015652,12.455767031223193
679882,1/1/2021,12/10/2021,800.0,0.0,1.0,70.0,AS,Armatura stradale,613.0,TP,Testapalo,,,,,,,41.88683837127711,12.671714587939723
298652,10/11/2016,31/12/2019,900.0,0.0,1.0,250.0,AS,Armatura stradale,189.0,NN,Non noto,,,,,,,41.84723423152183,12.41083155345363
283311,17/10/2016,30/4/2021,0.0,0.0,1.0,150.0,NN,Non noto,104.0,NN,Non noto,,,,,,,41.92394118141745,12.677599023467133
734148,1/1/2022,31/1/2022,400.0,0.0,1.0,125.0,SF,Sfera,599.0,TP,Testapalo,,,,,,,41.882140225185495,12.679620200909156
518388,1/1/2020,31/12/2020,400.0,10.0,1.0,30.0,AU,Arredo urbano,613.0,SB,Sbraccio su palo,,,,,,,41.96079369565344,12.476715973580102
1201225,1/4/2025,13/2/2026,800.0,20.0,1.0,34.0,AS,Armatura stradale,2406.0,SB,Sbraccio su palo,,,,,,,41.86108969928001,12.476708007828288
404071,6/8/2019,13/2/2026,700.0,0.0,1.0,100.0,AS,Armatura stradale,995.0,TP,Testapalo,,,,,,,41.89258054308687,12.427617071541375
332742,22/12/2016,31/12/2019,0.0,0.0,1.0,100.0,AS,Armatura stradale,1150.0,TP,Testapalo,,,,,,,41.85886688668632,12.535313467415223
425560,1/10/2019,31/10/2020,900.0,0.0,1.0,150.0,PR,Proiettore,276.0,SB,Sbraccio su palo,,,,,,,41.94023977538176,12.63112163436238
383185,10/7/2019,31/12/2022,900.0,150.0,1.0,139.0,AS,Armatura stradale,1336.0,SB,Sbraccio su palo,,,,,,,41.894837090976104,12.405146202923993
138042,26/3/2018,13/2/2026,0.0,0.0,1.0,32.5,AS,Armatura stradale,550.0,NN,Non noto,,,,,,,41.841915098230565,12.451356119944798
1228425,1/1/2025,13/2/2026,900.0,0.0,1.0,52.3,AS,Armatura stradale,750.0,TP,Testapalo,,,,,,,41.84377181011999,12.430878282668532
1115687,1/1/2025,13/2/2026,,,1.0,90.0,AS,Armatura stradale,189.0,TP,Testapalo,,,,,,,41.81643394582543,12.48932469667482
489386,1/1/2020,13/2/2026,650.0,250.0,1.0,35.0,AS,Armatura stradale,1612.0,SB,Sbraccio su palo,,,,,,,41.82480607694956,12.505011118278869
1186010,1/1/2025,13/2/2026,920.0,0.0,1.0,53.0,AS,Armatura stradale,3719.0,TP,Testapalo,,,,,,,41.99619662728194,12.524537711725868
575323,20/5/2020,30/11/2022,0.0,0.0,1.0,100.0,NN,Non noto,457.0,ME,Mensola,,,,,,,41.978954813707226,12.421896661573976
963294,1/1/2023,13/2/2026,800.0,0.0,1.0,100.0,AS,Armatura stradale,1278.0,NN,Non noto,,,,,,,41.94217156632211,12.507571196721988
416275,1/10/2019,31/10/2020,1600.0,0.0,1.0,400.0,PR,Proiettore,621.0,SB,Sbraccio su palo,,,,,,,41.88390436166217,12.514796375810214
74040,1/1/2018,19/5/2020,0.0,0.0,1.0,250.0,PR,Proiettore,103.0,TP,Testapalo,,,,,,,41.83881550535571,12.423704860806605
447258,1/1/2019,31/12/2022,0.0,0.0,1.0,80.0,NN,Non noto,1489.0,SB,Sbraccio su palo,,,,,,,41.865984769206484,12.622185681002259
1009067,1/6/2023,31/5/2025,800.0,,1.0,150.0,PR,Proiettore,189.0,TP,Testapalo,,,,,,,41.832255745599845,12.615428740484086
617281,1/11/2020,13/2/2026,400.0,0.0,1.0,70.0,AU,Arredo urbano,189.0,TP,Testapalo,,,,,,,41.89938197360849,12.540082500612584
1161348,1/1/2025,13/2/2026,0.0,0.0,1.0,41.5,AS,Armatura stradale,550.0,NN,Non noto,,,,,,,41.80153313833789,12.327793651130092
329729,2/12/2016,13/2/2026,0.0,0.0,1.0,110.0,AS,Armatura stradale,261.0,MU,A muro o parete,,,,,,,41.96110440863447,12.544869299364544
1244747,1/6/2025,13/2/2026,950.0,100.0,1.0,41.1,AS,Armatura stradale,750.0,SB,Sbraccio su palo,,,,,,,41.76489074329351,12.367025412959611
755416,1/1/2022,13/2/2026,,10.0,1.0,30.0,AS,Armatura stradale,754.0,SB,Sbraccio su palo,,,,,,,41.996940838899995,12.460530772181542
705053,1/1/2022,13/2/2026,500.0,0.0,1.0,46.5,PL,Plafoniera,1307.0,SF,Soffitto,,,,,,,42.01407500196473,12.245035391723402
1264689,1/1/2026,13/2/2026,800.0,,1.0,28.0,AS,Armatura stradale,1379.0,SB,Sbraccio su palo,,,,,,,41.82845287663528,12.528292546346469
982506,1/1/2023,13/2/2026,800.0,,1.0,31.0,AS,Armatura stradale,1803.0,TP,Testapalo,,,,,,,41.870282533369114,12.355534707879654
508709,1/1/2020,31/12/2022,700.0,150.0,1.0,150.0,AS,Armatura stradale,23.0,SB,Sbraccio su palo,,,,,,,41.86065747029846,12.677457862834272
1284880,1/1/2023,13/2/2026,700.0,200.0,1.0,31.0,AS,Armatura stradale,1803.0,SB,Sbraccio su palo,,,,,,,41.92285250244852,12.438418619054703
164715,18/9/2018,13/2/2026,520.0,0.0,1.0,37.0,AS,Armatura stradale,754.0,TP,Testapalo,,,,,,,41.857954863533045,12.637610351465957
1027733,1/1/2023,13/2/2026,,,1.0,9.0,PL,Plafoniera,189.0,MU,A muro o parete,,,,,,,41.88298403894588,12.537673111108484
71613,1/1/2018,19/5/2020,0.0,0.0,1.0,100.0,LA,Lanterna artistica ,626.0,NN,Non noto,,,,,,,41.92331683341853,12.476487754668527
838419,1/1/2022,31/3/2025,600.0,,1.0,35.0,AS,Armatura stradale,2495.0,ME,Mensola,,,,,,,41.813962082876266,12.471342550710592
512898,1/1/2020,30/6/2021,600.0,50.0,1.0,100.0,SF,Sfera,612.0,SB,Sbraccio su palo,,,,,,,41.812085307675446,12.324244211552767
1146775,1/1/2025,13/2/2026,400.0,,1.0,20.0,AU,Arredo urbano,2177.0,TP,Testapalo,,,,,,,41.89992290924437,12.312254367416797
1212407,1/1/2016,13/2/2026,700.0,0.0,1.0,29.0,AS,Armatura stradale,358.0,TP,Testapalo,,,,,,,41.78735149459041,12.36919751282556
87942,1/1/2018,31/12/2021,700.0,0.0,1.0,57.0,AS,Armatura stradale,722.0,TP,Testapalo,,,,,,,41.84091145564965,12.464722935755264
71381,1/1/2018,19/5/2020,0.0,0.0,1.0,100.0,LA,Lanterna artistica ,626.0,NN,Non noto,,,,,,,41.99935447533226,12.375094723359664
1109932,1/1/2024,13/2/2026,550.0,0.0,1.0,35.0,AS,Armatura stradale,3361.0,TP,Testapalo,,,,,,,41.760362469423555,12.292204035099111
169936,18/9/2018,31/12/2024,320.0,0.0,1.0,100.0,SF,Sfera,38.0,TP,Testapalo,,,,,,,41.87207856410338,12.692431481906164
1018219,1/7/2021,13/2/2026,,,1.0,26.0,SF,Sfera,189.0,TP,Testapalo,,,,,,,41.8233091635392,12.30126279436835
600959,1/11/2020,30/12/2021,900.0,0.0,1.0,150.0,AS,Armatura stradale,8.0,TP,Testapalo,,,,,,,41.83811645903968,12.587785377149308
1274446,1/1/2026,13/2/2026,800.0,,1.0,20.0,AS,Armatura stradale,4683.0,TP,Testapalo,,,,,,,41.823606993456316,12.309225005773
614842,1/11/2020,30/12/2021,800.0,0.0,1.0,125.0,AS,Armatura stradale,189.0,NN,Non noto,,,,,,,41.93072197528102,12.471525318609077
800527,1/1/2022,31/12/2025,800.0,0.0,1.0,250.0,AS,Armatura stradale,189.0,NN,Non noto,,,,,,,41.83139537805803,12.568397307439868
869747,1/4/2022,13/2/2026,,,1.0,20.0,AU,Arredo urbano,1744.0,TP,Testapalo,,,,,,,41.76046327539873,12.303700188848655
1005137,1/8/2023,13/2/2026,250.0,,1.0,100.0,SF,Sfera,189.0,TP,Testapalo,,,,,,,41.97285181812841,12.422238055750313
1183448,1/1/2025,13/2/2026,920.0,0.0,1.0,54.0,AS,Armatura stradale,3670.0,TP,Testapalo,,,,,,,41.824009995290055,12.464420277175506
697194,1/1/2022,13/2/2026,0.0,0.0,1.0,5.0,SP,Segnapasso,189.0,IN,Incassato,,,,,,,41.91082544452807,12.638763866451443
1073252,1/1/2024,13/2/2026,600.0,,1.0,25.0,AS,Armatura stradale,3707.0,TP,Testapalo,,,,,,,41.72475404785972,12.505865262923718
403628,6/8/2019,13/2/2026,750.0,150.0,1.0,100.0,AS,Armatura stradale,7.0,SB,Sbraccio su palo,,,,,,,41.99101800333166,12.245135097136782
704330,1/1/2022,30/4/2024,75.0,0.0,1.0,30.0,PL,Plafoniera,613.0,MU,A muro o parete,,,,,,,41.821512076666046,12.342546738573072
1184150,1/1/2025,13/2/2026,820.0,0.0,1.0,21.0,AS,Armatura stradale,3670.0,TP,Testapalo,,,,,,,41.98193941674252,12.448379856054133
92408,1/1/2018,31/12/2021,550.0,0.0,1.0,57.0,AS,Armatura stradale,722.0,TP,Testapalo,,,,,,,41.85297405176754,12.642796293351184
845390,1/1/2022,13/2/2026,900.0,0.0,1.0,22.0,AS,Armatura stradale,1638.0,NN,Non noto,,,,,,,41.84304281292417,12.458490355612241
194692,28/6/2016,31/12/2021,900.0,200.0,1.0,71.0,AS,Armatura stradale,1241.0,SB,Sbraccio su palo,,,,,,,41.79654636089318,12.437775006403053
437400,1/10/2019,31/10/2020,600.0,0.0,1.0,60.0,AU,Arredo urbano,1549.0,NN,Non noto,,,,,,,42.08233535799466,12.340626886027392
