arm_altezza,arm_lmp_potenza_nominale,tmo_id,giorni_guasto
600,36,189,287.0
600,100,189,287.0
600,36,189,287.0
600,100,189,287.0
700,250,189,11.0
300,70,347,1239.0
300,70,347,26.0
800,70,66,177.0
800,70,66,1919.0
800,70,66,178.0
800,70,66,306.0
800,100,66,992.0
800,70,66,1488.0
800,70,66,1136.0
800,70,66,11.0
800,70,66,1265.0
800,100,66,332.0
800,70,66,1016.0
400,70,66,1265.0
800,70,66,865.0
800,70,66,1265.0
800,70,66,515.0
600,70,66,487.0
800,70,66,11.0
600,70,66,1216.0
600,70,66,1990.0
800,70,66,84.0
700,70,225,827.0
700,70,225,605.0
900,150,2,11.0
900,150,2,11.0
100,70,595,8.0
100,70,595,2579.0
100,70,595,2579.0
100,70,595,2579.0
100,70,595,287.0
100,70,595,8.0
100,70,595,2579.0
100,70,595,2579.0
100,70,595,2579.0
100,70,595,2579.0
100,70,595,2579.0
100,70,595,2579.0
100,70,595,2579.0
100,70,595,2579.0
400,100,164,11.0
400,100,164,287.0
400,100,170,287.0
400,100,164,287.0
400,100,164,11.0
900,100,8,466.0
900,100,8,466.0
400,100,164,11.0
400,100,164,287.0
400,100,164,287.0
900,100,8,287.0
900,150,2,287.0
900,150,2,557.0
400,100,164,466.0
400,100,164,11.0
900,100,2,582.0
900,100,2,1503.0
1100,250,269,337.0
700,100,7,491.0
400,125,164,489.0
400,70,164,2565.0
400,70,164,1860.0
400,125,164,78.0
400,70,164,1108.0
400,70,164,835.0
400,125,164,136.0
900,100,66,411.0
900,100,66,1083.0
1000,150,66,2493.0
1000,70,167,373.0
1000,70,167,1107.0
1000,70,8,1118.0
1000,100,8,1236.0
400,70,6,759.0
1000,100,8,8.0
1000,150,66,400.0
1000,150,66,11.0
1000,150,66,274.0
1000,150,66,767.0
400,70,347,1754.0
400,70,347,1416.0
400,70,347,2679.0
400,70,347,11.0
400,70,347,1681.0
400,70,347,11.0
400,70,347,378.0
400,70,347,1249.0
400,70,347,2209.0
1000,100,66,1571.0
600,90,189,10.0
600,30,189,10.0
1000,150,66,1219.0
500,150,8,1565.0
900,150,8,1565.0
500,150,8,1471.0
900,150,8,1471.0
500,150,8,1479.0
900,150,8,1479.0
1000,100,66,394.0
1000,100,66,785.0
1000,100,66,455.0
500,70,40,303.0
600,100,286,1471.0
500,70,40,136.0
500,70,40,393.0
800,100,66,1087.0
900,250,8,1564.0
900,150,8,585.0
900,250,8,11.0
900,150,8,11.0
900,150,8,266.0
900,150,8,11.0
900,150,8,11.0
800,100,66,737.0
800,100,66,737.0
800,100,66,772.0
800,100,66,775.0
400,100,40,1471.0
400,100,40,10.0
1000,100,66,10.0
1000,100,66,1137.0
1000,100,66,916.0
1000,100,66,1219.0
900,70,7,10.0
1000,100,66,1038.0
900,150,66,378.0
900,150,66,1507.0
500,70,1,11.0
500,70,1,9.0
500,70,1,9.0
500,70,1,11.0
500,70,1,262.0
500,70,1,262.0
1000,100,66,1116.0
1000,100,66,1580.0
1000,100,66,9.0
1000,100,66,22.0
1000,100,66,613.0
500,70,1,9.0
500,70,1,9.0
900,70,167,569.0
500,70,1,1190.0
900,100,66,629.0
900,100,66,357.0
900,100,66,296.0
900,100,66,452.0
900,100,66,452.0
900,100,66,9.0
900,100,66,296.0
900,100,66,296.0
900,100,66,9.0
900,100,66,9.0
900,100,66,296.0
500,100,286,1139.0
500,100,286,1040.0
900,70,119,575.0
900,70,119,575.0
1200,100,461,995.0
1200,100,461,995.0
1200,100,461,995.0
400,70,347,1339.0
400,70,347,1955.0
300,70,40,1093.0
400,70,347,1369.0
900,100,167,394.0
900,100,461,1357.0
900,100,461,1008.0
300,70,322,989.0
300,70,40,374.0
300,70,40,443.0
300,70,40,351.0
500,70,6,280.0
500,70,6,280.0
500,70,6,280.0
500,70,6,995.0
400,100,347,665.0
400,100,347,625.0
400,100,347,1297.0
400,100,347,394.0
900,100,167,997.0
900,100,461,1048.0
1200,100,461,995.0
1200,100,461,995.0
1200,100,461,995.0
900,100,167,393.0
900,100,167,387.0
400,70,347,393.0
400,70,347,1093.0
400,70,347,1333.0
400,70,347,1224.0
400,70,347,1224.0
500,70,6,280.0
900,100,167,8.0
900,100,8,437.0
900,100,8,443.0
900,70,461,2489.0
400,70,347,1276.0
1000,70,237,9.0
1000,70,237,659.0
900,150,66,1153.0
900,150,66,571.0
900,150,66,558.0
900,150,66,1283.0
300,70,170,1772.0
400,125,164,11.0
400,125,164,1931.0
400,125,164,937.0
400,100,170,128.0
400,100,170,1287.0
400,100,170,133.0
400,100,170,1198.0
400,100,170,280.0
400,100,170,1283.0
400,70,164,11.0
1000,70,565,583.0
1000,70,565,312.0
1000,70,8,1290.0
400,70,590,9.0
800,50,552,9.0
800,50,552,378.0
800,50,552,378.0
800,50,552,9.0
800,50,552,9.0
800,50,552,378.0
600,70,552,378.0
600,70,552,378.0
600,70,552,9.0
600,70,552,378.0
900,70,167,2238.0
400,90,189,8.0
400,90,189,8.0
600,70,462,1177.0
600,70,462,1116.0
600,70,462,296.0
800,100,66,10.0
800,100,66,2202.0
800,100,66,10.0
800,100,66,10.0
300,70,40,2598.0
900,70,592,848.0
500,70,436,12.0
500,70,436,12.0
500,70,436,12.0
1000,250,167,12.0
800,70,8,820.0
900,70,593,9.0
800,70,66,1125.0
500,23,189,12.0
500,23,189,12.0
300,70,225,9.0
900,100,237,1117.0
300,100,6,1276.0
300,70,6,9.0
300,70,6,9.0
900,70,167,413.0
900,150,167,1004.0
400,70,189,9.0
400,70,189,9.0
400,70,189,9.0
400,70,189,9.0
900,100,237,194.0
800,70,237,1237.0
900,100,269,325.0
600,70,552,1201.0
400,70,225,1681.0
400,70,225,157.0
400,70,225,8.0
400,125,164,489.0
400,125,164,722.0
400,125,164,1108.0
400,125,164,1108.0
400,125,164,737.0
400,125,164,737.0
1000,100,8,32.0
700,70,8,1667.0
400,70,347,1129.0
400,70,347,299.0
900,100,593,270.0
800,70,8,1227.0
800,70,8,1157.0
900,70,167,797.0
900,70,167,1565.0
900,70,167,1212.0
900,70,53,1143.0
900,70,8,696.0
500,70,66,624.0
700,70,66,556.0
700,70,66,11.0
700,70,66,11.0
800,250,8,1614.0
400,70,225,512.0
900,250,8,1489.0
800,150,8,406.0
1000,250,8,296.0
1000,250,8,296.0
1000,250,8,406.0
1000,250,8,406.0
1000,250,8,296.0
1000,250,8,296.0
1000,250,8,406.0
1000,250,8,296.0
1000,250,8,406.0
1000,250,8,296.0
800,150,8,2516.0
800,100,8,550.0
1000,250,8,1526.0
1000,250,8,1526.0
1000,250,8,406.0
1000,250,8,296.0
1000,250,8,296.0
1000,250,8,406.0
1000,250,8,406.0
1000,250,8,296.0
1000,250,8,406.0
1000,250,8,296.0
800,100,8,550.0
800,100,8,550.0
300,70,6,1682.0
300,70,6,8.0
300,70,128,562.0
800,150,53,1172.0
800,150,53,691.0
800,150,53,762.0
800,150,53,822.0
400,100,225,1563.0
800,150,53,11.0
400,70,40,2117.0
400,70,40,2067.0
800,70,53,11.0
800,70,53,11.0
400,70,40,394.0
400,70,40,2283.0
800,70,53,694.0
800,70,53,660.0
900,100,53,11.0
700,70,225,492.0
700,70,225,649.0
600,50,225,649.0
600,50,225,492.0
700,70,225,649.0
600,50,225,649.0
700,70,225,649.0
600,50,225,649.0
600,70,225,649.0
700,50,225,649.0
600,70,225,649.0
700,50,225,649.0
800,70,8,389.0
800,70,8,389.0
800,70,8,298.0
900,100,66,1137.0
900,100,66,1436.0
900,100,66,1443.0
900,100,66,719.0
900,100,66,426.0
800,150,8,729.0
800,150,8,1770.0
700,70,189,687.0
0,9,583,344.0
800,70,571,1940.0
900,100,8,262.0
900,100,8,262.0
900,100,8,262.0
900,100,8,262.0
900,100,8,9.0
900,100,8,9.0
900,100,8,262.0
900,100,8,262.0
900,100,8,262.0
900,100,8,262.0
900,100,8,262.0
900,100,8,262.0
900,70,2058,262.0
900,70,2058,262.0
900,100,8,262.0
900,100,8,262.0
900,250,8,262.0
900,250,262,658.0
900,250,262,262.0
900,100,8,262.0
900,100,8,262.0
900,100,8,262.0
600,70,1,262.0
600,70,1,262.0
600,70,1,262.0
600,70,1,262.0
600,70,1,9.0
600,70,1,9.0
1000,150,597,261.0
1000,150,597,1251.0
1000,150,597,261.0
1000,150,597,1251.0
0,150,589,761.0
400,100,198,1026.0
900,150,433,266.0
900,150,433,266.0
900,100,66,892.0
900,100,66,979.0
1000,100,66,583.0
900,70,66,906.0
800,150,241,452.0
800,150,241,9.0
800,150,241,9.0
800,150,241,296.0
800,150,241,452.0
800,70,2,1451.0
1000,100,66,1544.0
1000,100,8,1085.0
1000,100,8,101.0
1000,100,8,1004.0
1000,100,8,296.0
1000,100,8,580.0
900,100,66,1085.0
1000,70,66,1565.0
0,70,66,1219.0
900,70,66,158.0
300,70,6,906.0
300,70,6,906.0
300,70,6,906.0
500,70,66,895.0
500,70,66,906.0
300,70,6,1027.0
500,70,66,854.0
500,70,66,1219.0
500,70,66,1219.0
900,100,66,854.0
900,100,66,895.0
900,100,66,854.0
1000,100,66,1237.0
1000,100,8,76.0
1000,100,8,95.0
500,70,225,1085.0
1000,70,8,709.0
1000,100,8,754.0
400,70,66,1953.0
900,100,66,1953.0
400,70,66,1953.0
900,100,66,400.0
400,70,66,400.0
900,100,66,861.0
900,100,66,404.0
900,100,66,861.0
900,100,66,404.0
500,70,345,2227.0
500,70,345,10.0
500,70,345,1033.0
300,70,128,761.0
300,70,128,374.0
500,70,345,378.0
300,70,128,761.0
300,70,128,1033.0
300,70,128,1033.0
400,58,189,287.0
400,58,189,1409.0
400,24,189,287.0
400,58,189,287.0
400,100,156,2044.0
400,100,156,2047.0
400,100,156,636.0
400,100,156,1375.0
400,100,156,1881.0
400,70,156,1402.0
400,100,156,1123.0
400,100,156,2042.0
400,100,156,78.0
400,100,156,108.0
400,100,156,2042.0
400,100,156,1688.0
900,100,66,417.0
900,100,66,536.0
900,150,66,1830.0
1100,150,66,1100.0
1100,150,66,1100.0
1100,150,66,1100.0
1000,150,66,474.0
1000,150,66,474.0
1000,150,66,1740.0
900,150,66,1548.0
400,70,436,12.0
900,150,66,12.0
400,70,436,1489.0
900,150,66,1489.0
900,150,66,1564.0
400,70,436,1479.0
800,70,66,8.0
800,70,66,9.0
600,90,189,480.0
600,90,189,310.0
600,30,189,310.0
600,30,189,480.0
600,90,189,480.0
600,90,189,310.0
600,30,189,480.0
600,30,189,310.0
200,36,172,1838.0
600,90,189,480.0
600,30,189,480.0
600,90,189,480.0
600,30,189,480.0
400,100,189,606.0
400,100,189,1515.0
400,100,189,606.0
400,100,189,1515.0
400,100,189,1515.0
400,100,189,1515.0
400,100,189,11.0
400,100,189,11.0
400,100,189,1265.0
400,100,189,1265.0
400,100,189,234.0
400,100,189,11.0
400,100,189,234.0
400,100,189,11.0
400,100,189,11.0
400,100,189,11.0
400,100,189,158.0
400,100,189,158.0
400,100,189,11.0
400,100,189,11.0
800,150,8,1265.0
800,100,8,1265.0
800,150,8,406.0
800,100,8,406.0
800,100,8,296.0
800,100,8,406.0
800,100,8,406.0
500,100,286,593.0
500,100,286,869.0
400,70,574,359.0
900,70,53,1775.0
900,150,8,2218.0
900,150,53,296.0
900,100,66,270.0
900,100,66,1290.0
900,100,66,583.0
900,100,66,9.0
800,100,66,270.0
800,100,66,270.0
900,100,7,1009.0
900,100,7,1009.0
1500,250,189,296.0
1500,250,189,296.0
1500,400,189,296.0
1500,250,189,296.0
1500,250,189,296.0
1500,400,189,296.0
900,250,7,296.0
900,250,7,452.0
900,250,7,296.0
600,100,225,474.0
600,100,225,474.0
600,100,225,8.0
900,100,225,8.0
600,100,225,8.0
900,100,225,8.0
900,100,225,8.0
900,100,225,8.0
600,100,225,474.0
600,100,225,8.0
900,70,66,1214.0
400,50,225,798.0
400,50,225,474.0
400,50,225,703.0
1100,100,66,406.0
300,50,225,272.0
300,32,596,2518.0
300,35,596,375.0
300,35,596,375.0
300,35,596,2043.0
300,32,596,127.0
300,32,596,127.0
0,4,576,949.0
300,35,596,11.0
300,35,596,866.0
300,35,596,761.0
300,32,596,3.0
1000,100,66,1864.0
900,100,66,270.0
900,100,66,270.0
900,100,66,9.0
900,100,66,280.0
500,70,40,280.0
500,70,40,9.0
500,70,40,280.0
900,100,66,794.0
900,100,66,736.0
900,100,66,794.0
900,100,66,794.0
1000,70,66,1872.0
800,100,7,9.0
800,100,7,1215.0
800,100,7,9.0
800,150,7,9.0
800,70,7,1271.0
800,70,7,1271.0
1000,100,552,287.0
1000,100,552,2440.0
1000,100,552,2440.0
1000,100,552,287.0
1000,100,552,1143.0
1000,100,552,1143.0
400,70,225,12.0
400,70,225,12.0
400,70,225,1265.0
400,70,225,1265.0
400,70,225,1265.0
400,70,225,1265.0
400,70,225,1265.0
400,70,225,1265.0
400,70,225,12.0
400,70,225,1265.0
400,70,225,1265.0
400,70,225,1265.0
400,70,225,1265.0
1100,250,68,296.0
1100,250,68,406.0
1100,250,68,296.0
