arm_altezza,arm_lmp_potenza_nominale,tmo_id,giorni_guasto
0,250,261,539.0
0,110,261,1809.0
0,110,261,2281.0
0,110,261,1831.0
0,110,261,2271.0
0,110,261,2187.0
0,110,261,2281.0
0,250,3,649.0
0,150,144,1053.0
0,150,144,2460.0
0,150,144,2146.0
0,150,144,1200.0
0,210,189,2460.0
0,150,144,1573.0
0,150,144,1200.0
0,150,144,1844.0
0,150,144,1167.0
0,150,144,179.0
0,150,144,2512.0
0,150,144,1882.0
0,150,144,2590.0
0,150,144,1812.0
0,150,144,1330.0
0,150,144,1200.0
0,150,144,845.0
0,150,144,2513.0
0,150,144,1022.0
0,150,144,2460.0
0,150,144,1053.0
0,150,144,1798.0
0,150,144,1761.0
0,100,261,2496.0
0,100,261,2705.0
0,100,261,2734.0
0,110,261,1664.0
0,110,261,1827.0
0,110,261,1664.0
0,110,261,1358.0
0,100,261,2501.0
0,100,261,2734.0
0,100,261,2546.0
0,100,261,2734.0
0,100,261,2501.0
0,100,261,2734.0
0,110,261,1156.0
0,100,261,1212.0
0,110,261,1156.0
0,100,261,2033.0
0,70,261,2022.0
0,70,261,2558.0
0,70,261,2384.0
0,70,261,2524.0
0,70,261,2598.0
0,100,261,1212.0
0,110,261,2250.0
0,110,261,1866.0
0,110,261,2433.0
0,70,261,2173.0
0,110,261,1473.0
0,110,261,1475.0
0,110,261,1503.0
0,110,261,1736.0
0,110,261,2211.0
0,110,261,1508.0
0,110,261,1573.0
0,110,261,1262.0
0,110,261,1741.0
0,50,124,724.0
0,100,124,325.0
0,150,124,1362.0
0,150,124,1371.0
0,150,124,702.0
0,150,124,711.0
0,100,124,2496.0
0,100,124,2496.0
0,150,144,2231.0
0,150,144,2183.0
0,150,144,1881.0
0,150,144,1875.0
0,150,144,1438.0
0,150,189,1108.0
0,150,211,327.0
0,150,211,1328.0
0,110,122,1454.0
0,150,144,1108.0
0,150,144,2040.0
0,150,144,1108.0
0,150,144,1328.0
0,150,144,1403.0
0,100,144,2253.0
0,100,144,1328.0
0,100,144,1403.0
0,100,144,794.0
0,110,122,1454.0
0,110,122,1183.0
0,110,122,1152.0
0,110,122,1454.0
0,150,144,2004.0
0,70,261,1950.0
0,110,261,1901.0
0,110,261,1906.0
0,110,261,1405.0
0,110,261,2149.0
0,110,261,2153.0
0,110,189,2169.0
0,110,189,1090.0
0,100,124,1090.0
0,110,189,1090.0
0,110,261,2104.0
0,110,261,2422.0
0,110,261,2056.0
0,100,144,1537.0
0,100,144,1945.0
0,210,261,2106.0
0,210,261,95.0
0,210,261,1865.0
0,70,347,2107.0
0,70,347,2362.0
0,210,261,2456.0
0,210,261,31.0
0,210,261,2107.0
0,210,261,2474.0
0,210,261,1219.0
0,210,261,1839.0
0,110,261,2546.0
0,150,261,2107.0
0,100,124,2104.0
0,100,124,2104.0
0,210,261,1356.0
0,100,124,2621.0
0,100,124,977.0
0,100,124,2266.0
0,100,124,2680.0
0,100,124,2680.0
0,100,124,2680.0
0,110,261,1599.0
0,110,261,1397.0
0,110,261,1397.0
0,110,261,1599.0
0,110,261,1397.0
0,110,261,2546.0
0,110,261,1165.0
0,110,261,1397.0
0,110,261,1165.0
0,110,261,2546.0
0,100,124,2100.0
0,100,124,1379.0
0,70,261,2041.0
0,70,261,2640.0
0,100,261,1287.0
0,70,261,991.0
0,70,261,2608.0
0,70,261,2605.0
0,70,261,2553.0
0,70,261,1875.0
0,70,261,2598.0
0,100,261,701.0
0,100,261,994.0
0,70,261,2061.0
0,100,261,1447.0
0,100,261,1458.0
0,100,261,1249.0
0,70,261,1560.0
0,70,261,1418.0
0,70,261,1553.0
0,70,261,2201.0
0,70,261,2141.0
0,70,261,1870.0
0,70,261,1873.0
0,70,261,1862.0
0,70,261,1866.0
0,100,261,1557.0
0,100,261,1468.0
0,100,261,2448.0
0,70,261,1749.0
0,70,261,1779.0
0,100,261,2155.0
0,100,261,1035.0
0,100,261,826.0
0,100,261,2338.0
0,100,261,2392.0
0,100,261,2149.0
0,100,261,2453.0
0,100,261,1750.0
0,100,261,1708.0
0,100,261,1504.0
0,100,261,1417.0
0,100,261,2742.0
0,100,261,46.0
0,100,261,1755.0
0,100,261,2159.0
0,100,261,844.0
0,12,189,675.0
0,12,189,655.0
0,12,189,693.0
0,12,189,2182.0
0,12,189,912.0
0,150,189,129.0
0,100,287,1403.0
0,100,287,1403.0
0,150,144,1951.0
0,31,925,1387.0
0,31,925,1160.0
0,150,144,2209.0
0,210,261,28.0
0,110,261,1387.0
0,210,261,1363.0
0,210,261,1350.0
0,210,261,1350.0
0,31,925,1387.0
0,210,261,2574.0
0,210,261,382.0
0,210,261,382.0
0,210,261,977.0
0,210,261,1350.0
0,210,261,2509.0
0,210,261,382.0
0,250,3,1357.0
0,150,3,129.0
0,150,3,1512.0
0,70,3,1512.0
0,150,3,1516.0
0,70,3,1516.0
0,150,3,788.0
0,70,3,788.0
0,150,3,1859.0
0,250,3,788.0
0,150,3,2375.0
0,70,3,2375.0
0,150,3,1512.0
0,70,3,1512.0
0,150,3,902.0
0,150,3,2499.0
0,150,3,789.0
0,150,3,1574.0
0,150,3,788.0
0,70,3,789.0
0,70,3,788.0
0,70,3,1574.0
0,70,3,2499.0
0,100,144,2491.0
0,100,144,2093.0
0,100,144,1728.0
0,100,144,2093.0
0,100,144,1747.0
0,70,1221,1596.0
0,150,144,319.0
0,150,144,1245.0
0,150,144,2166.0
0,100,287,2576.0
0,4,1063,1151.0
0,35,125,1151.0
0,100,287,1141.0
0,150,144,1671.0
0,100,122,2565.0
0,150,144,2544.0
0,150,144,2149.0
0,150,144,1200.0
0,210,261,2516.0
0,150,144,2544.0
0,150,144,2143.0
0,150,144,1888.0
0,150,144,2143.0
0,150,144,2385.0
0,150,144,2422.0
0,150,144,2544.0
0,100,225,1986.0
0,100,124,2649.0
0,100,225,1586.0
0,100,225,1914.0
0,100,122,2696.0
0,100,225,1441.0
0,100,225,1445.0
0,100,225,1166.0
0,100,225,1166.0
0,100,225,1915.0
0,100,225,1918.0
0,100,225,2237.0
0,100,225,2635.0
0,100,225,2642.0
0,100,225,1921.0
0,100,225,313.0
0,100,3,1620.0
0,100,3,1921.0
0,110,261,91.0
0,100,124,1713.0
0,100,124,2041.0
0,100,124,2635.0
0,110,261,2091.0
0,110,261,1195.0
0,110,261,1158.0
0,100,124,1763.0
0,150,437,1378.0
0,150,437,1391.0
0,150,437,1378.0
0,150,437,1390.0
0,150,437,712.0
0,150,437,2506.0
0,150,437,1190.0
0,150,437,1392.0
0,150,261,2573.0
0,210,261,2506.0
0,210,261,2344.0
0,150,437,1391.0
0,150,437,2600.0
0,150,437,2637.0
0,150,437,2637.0
0,150,437,1439.0
0,150,437,1259.0
0,210,261,1239.0
0,210,261,2177.0
0,210,261,2152.0
0,210,261,2344.0
0,110,189,2034.0
0,150,437,19.0
0,150,437,1198.0
0,150,437,1538.0
0,150,437,1259.0
0,150,437,1391.0
0,150,437,2117.0
0,150,437,1498.0
0,150,437,1477.0
0,150,437,836.0
0,150,437,1260.0
0,150,3,739.0
0,210,261,1146.0
0,150,3,1831.0
0,210,261,321.0
0,210,261,1712.0
0,150,3,1732.0
0,50,275,1732.0
0,150,3,1438.0
0,150,3,2091.0
0,210,261,2448.0
0,210,261,1190.0
0,150,261,1812.0
0,150,261,1838.0
0,110,261,1693.0
0,110,261,2593.0
0,110,261,2597.0
0,110,212,1693.0
0,110,212,2593.0
0,110,212,2428.0
0,110,212,2533.0
0,110,212,2597.0
0,110,212,2439.0
0,110,212,2173.0
0,110,212,1630.0
0,70,3,1438.0
0,150,3,2730.0
0,150,3,2538.0
0,150,3,2516.0
0,150,437,2419.0
0,100,287,227.0
0,100,287,227.0
0,100,287,1693.0
0,110,261,1693.0
0,100,287,2502.0
0,100,287,2502.0
0,210,261,1861.0
0,210,261,2421.0
0,210,261,246.0
0,210,261,2274.0
0,210,261,2236.0
0,110,212,1922.0
0,110,261,1693.0
0,110,261,1450.0
0,110,261,1495.0
0,110,261,1433.0
0,150,261,1693.0
0,110,261,1518.0
0,110,261,1518.0
0,210,261,1559.0
0,210,261,2062.0
0,110,261,1343.0
0,150,437,2087.0
0,150,3,2730.0
0,150,3,1942.0
0,150,3,2533.0
0,110,261,698.0
0,110,261,1438.0
0,110,261,794.0
0,250,3,1624.0
0,210,261,707.0
0,210,261,2617.0
0,150,437,2279.0
0,150,437,1144.0
0,150,437,787.0
0,150,437,2597.0
0,210,261,2218.0
0,210,261,390.0
0,150,437,1693.0
0,210,261,1391.0
0,210,261,2266.0
0,210,261,1793.0
0,210,261,2421.0
0,100,287,1845.0
0,100,287,1845.0
0,70,261,802.0
0,210,261,731.0
0,210,261,1465.0
0,210,261,802.0
0,110,189,1557.0
0,110,189,313.0
0,70,261,2056.0
0,70,261,1482.0
0,110,261,497.0
0,210,261,447.0
0,210,261,1465.0
0,210,261,129.0
0,110,261,1513.0
0,110,261,1523.0
0,110,261,2641.0
0,110,261,1760.0
0,210,261,459.0
0,210,261,1082.0
0,210,261,1203.0
0,210,261,1082.0
0,210,261,1203.0
0,210,261,497.0
0,210,261,1203.0
0,210,261,1465.0
0,110,261,1132.0
0,110,261,1266.0
0,110,261,1203.0
0,110,261,1203.0
0,210,261,1203.0
0,110,261,1688.0
0,110,189,1664.0
0,110,144,1097.0
0,100,261,1827.0
0,100,261,1426.0
0,100,261,1437.0
0,210,261,2553.0
0,210,261,2264.0
0,100,261,1481.0
0,100,261,1149.0
0,210,261,1557.0
0,210,261,500.0
0,210,261,2649.0
0,210,261,2012.0
0,210,261,1648.0
0,100,261,157.0
0,210,261,816.0
0,110,261,1391.0
0,50,275,1907.0
0,50,275,1916.0
0,50,275,1923.0
0,50,275,1144.0
0,110,189,500.0
0,50,275,2533.0
0,50,275,1614.0
0,110,261,1325.0
0,50,275,2238.0
0,50,275,1466.0
0,50,275,769.0
0,50,275,1916.0
0,50,275,1478.0
0,110,261,1405.0
0,110,261,1481.0
0,110,261,1385.0
0,210,261,1469.0
0,210,261,339.0
0,100,261,1428.0
0,70,261,1216.0
0,110,261,1914.0
0,110,144,2169.0
0,110,189,1756.0
0,110,189,1774.0
0,110,189,1270.0
0,100,144,2033.0
0,110,189,1476.0
0,110,189,2190.0
0,100,144,2502.0
0,100,144,2546.0
0,210,261,1687.0
0,210,261,1188.0
0,210,261,1181.0
0,210,261,1180.0
0,210,261,931.0
0,210,261,1489.0
0,210,261,1837.0
0,210,261,1844.0
0,210,261,1469.0
0,210,261,2695.0
0,210,261,1286.0
0,210,261,1366.0
0,210,261,1363.0
0,210,261,1426.0
0,210,261,1367.0
0,210,261,1468.0
0,210,261,1195.0
0,210,261,2622.0
0,210,261,1991.0
0,210,261,1190.0
0,110,212,2754.0
0,210,261,1655.0
0,210,261,1705.0
0,210,261,2546.0
0,210,261,2540.0
0,210,261,1687.0
0,210,261,1363.0
0,210,261,2315.0
0,210,261,1304.0
0,210,261,1445.0
0,210,261,1984.0
0,210,261,2054.0
0,210,261,1754.0
0,210,261,2614.0
0,210,261,2618.0
0,210,261,1391.0
0,210,261,1111.0
0,210,261,2304.0
0,210,261,1412.0
0,210,261,2090.0
0,210,261,2125.0
0,110,261,552.0
0,125,261,2175.0
0,70,347,2223.0
0,70,347,2202.0
0,70,347,186.0
0,70,347,1907.0
0,110,261,586.0
0,110,261,608.0
0,110,261,2748.0
0,210,261,67.0
0,210,261,1480.0
0,210,261,1141.0
0,110,261,405.0
0,110,261,2371.0
0,110,261,613.0
0,110,261,495.0
0,70,347,647.0
0,150,283,495.0
0,125,261,887.0
0,110,261,318.0
0,110,212,2426.0
0,110,212,1425.0
0,110,261,495.0
0,110,261,291.0
0,70,347,1681.0
0,110,261,327.0
0,110,261,288.0
0,110,261,1405.0
0,150,124,495.0
0,110,261,3.0
0,110,261,375.0
0,110,261,593.0
0,110,261,466.0
0,210,261,117.0
0,210,261,467.0
0,210,261,1418.0
0,70,261,1592.0
0,70,261,965.0
0,70,261,965.0
0,70,261,965.0
0,70,261,1592.0
0,70,261,1592.0
0,70,261,965.0
0,250,261,1592.0
0,250,261,1592.0
0,250,261,1592.0
0,250,261,1592.0
0,70,261,965.0
0,70,261,1592.0
0,70,261,965.0
0,70,261,1592.0
0,250,261,713.0
0,250,261,713.0
0,250,261,1531.0
0,250,261,1525.0
0,250,261,262.0
0,70,261,405.0
0,110,261,1334.0
0,210,261,1442.0
0,210,261,2596.0
0,210,261,2596.0
0,70,261,1939.0
0,70,261,2483.0
0,70,261,21.0
0,70,261,1737.0
0,70,261,1140.0
0,70,261,907.0
0,70,261,745.0
0,70,261,1749.0
0,70,261,1557.0
0,70,261,1432.0
0,70,261,2476.0
0,70,261,1138.0
0,70,261,1134.0
0,70,261,1132.0
0,110,261,2049.0
0,110,261,2596.0
0,70,261,1305.0
0,70,261,1320.0
0,70,261,1634.0
0,70,261,1132.0
0,70,261,1132.0
0,70,261,1132.0
0,70,261,563.0
0,70,261,2023.0
0,70,261,2457.0
0,70,261,1853.0
0,70,261,811.0
0,210,122,2524.0
0,210,122,2517.0
0,210,122,2328.0
0,210,122,2231.0
0,210,122,1859.0
0,110,261,1776.0
0,110,261,1181.0
0,70,261,1132.0
0,34,426,2123.0
0,34,426,1022.0
0,34,426,1413.0
0,34,426,1413.0
0,150,261,798.0
0,100,261,1907.0
0,100,261,798.0
0,70,261,1826.0
0,70,261,1301.0
0,100,261,1487.0
0,100,261,1499.0
0,100,261,1477.0
0,100,261,588.0
0,70,261,1477.0
0,70,261,2178.0
0,70,261,1499.0
0,70,261,1949.0
0,70,261,1448.0
0,70,261,1454.0
0,70,261,1949.0
0,70,261,2231.0
0,70,261,1168.0
0,70,261,2138.0
0,70,261,2138.0
0,70,261,1407.0
0,70,261,1442.0
0,70,261,1443.0
0,150,261,798.0
0,70,261,2390.0
0,70,261,2430.0
0,70,261,2435.0
0,70,261,1497.0
0,70,261,2523.0
0,70,261,2519.0
0,70,261,1564.0
0,70,261,1557.0
0,70,261,1564.0
0,70,261,2538.0
0,70,261,2474.0
0,70,261,1413.0
0,70,261,2684.0
0,70,261,2660.0
0,70,261,2672.0
0,70,261,1413.0
0,70,261,2329.0
0,70,261,2531.0
0,70,261,2300.0
0,70,261,2527.0
0,70,261,2555.0
0,70,261,1601.0
0,100,261,1318.0
0,70,261,1770.0
0,70,261,238.0
0,70,261,2187.0
0,70,261,2034.0
0,70,261,1343.0
0,70,261,2511.0
0,100,261,1318.0
0,100,261,2639.0
0,100,261,2639.0
0,100,261,1068.0
0,100,261,2279.0
0,70,261,1656.0
0,70,261,2511.0
0,100,261,770.0
0,70,261,1448.0
0,70,261,1454.0
0,70,261,1029.0
0,70,261,1043.0
0,70,261,1793.0
0,70,261,2202.0
0,70,261,1485.0
0,70,261,2531.0
0,70,261,2553.0
0,70,261,2232.0
0,100,261,1455.0
0,100,261,1435.0
0,70,261,1029.0
0,70,261,2187.0
0,70,261,2156.0
0,70,261,1938.0
0,70,261,2013.0
0,110,261,1902.0
0,110,261,1566.0
0,110,261,1897.0
0,110,261,1893.0
0,110,261,1844.0
0,110,261,1839.0
0,110,261,2667.0
0,70,261,2561.0
0,70,261,1625.0
0,70,261,2012.0
0,100,261,2185.0
0,100,261,1517.0
0,70,261,1173.0
0,70,261,2013.0
0,70,261,1165.0
0,70,261,1187.0
0,70,261,2181.0
0,70,261,1694.0
0,70,261,2255.0
0,70,261,2313.0
0,70,261,2292.0
0,70,261,1448.0
0,70,261,1440.0
0,70,261,2212.0
0,70,261,1371.0
0,70,261,1392.0
0,70,261,1281.0
0,110,261,1204.0
0,110,261,2421.0
0,110,261,2062.0
0,70,189,2208.0
0,70,261,1385.0
0,70,189,2208.0
0,70,261,2335.0
0,70,261,2021.0
0,70,261,1519.0
0,70,261,2355.0
0,70,261,1861.0
0,70,261,2065.0
0,70,261,1761.0
0,70,261,2497.0
0,70,261,1162.0
0,70,261,1425.0
0,70,261,1408.0
0,70,261,2692.0
0,70,261,1645.0
0,70,261,1395.0
0,70,261,960.0
0,70,261,1872.0
0,70,261,1392.0
0,70,261,1882.0
0,70,261,1530.0
0,70,261,2645.0
0,70,261,2623.0
0,70,261,766.0
0,70,261,1840.0
0,70,261,2630.0
0,70,261,1385.0
0,70,261,1765.0
0,70,261,2539.0
0,70,261,1135.0
0,70,261,1131.0
0,70,261,1091.0
0,70,261,1873.0
0,70,261,1743.0
0,70,261,251.0
0,110,261,2360.0
0,110,261,2632.0
0,110,261,1509.0
0,110,261,1530.0
0,110,261,668.0
0,110,261,2282.0
0,110,261,2596.0
0,110,261,2359.0
0,110,261,2040.0
0,110,261,2594.0
0,110,261,2601.0
0,110,261,1780.0
0,110,261,2522.0
0,100,261,1397.0
0,100,261,1841.0
0,100,261,1406.0
0,100,261,1957.0
0,100,261,2715.0
0,100,261,1392.0
0,100,261,1496.0
0,100,261,1494.0
0,100,261,594.0
0,100,261,2497.0
0,70,261,1690.0
0,100,122,1915.0
0,70,261,1202.0
0,100,261,2574.0
0,100,261,1120.0
0,70,261,2012.0
0,100,261,116.0
0,100,261,2574.0
0,100,261,2167.0
0,100,261,1450.0
0,100,261,1454.0
0,100,261,1237.0
0,110,261,258.0
0,100,261,1188.0
0,100,261,1188.0
0,100,261,1255.0
0,100,261,1501.0
0,100,261,258.0
0,100,261,118.0
0,100,261,1067.0
0,100,261,337.0
0,110,261,2547.0
0,70,261,1145.0
0,100,122,2093.0
0,100,122,1748.0
0,110,261,2627.0
0,110,261,2627.0
0,110,261,2541.0
0,110,261,1756.0
0,110,261,2265.0
0,110,261,1765.0
0,110,261,2575.0
0,110,261,1392.0
0,110,261,1391.0
0,110,261,2452.0
0,110,261,2474.0
0,110,261,2475.0
0,110,261,1392.0
0,110,261,2736.0
0,100,261,844.0
0,100,261,958.0
0,100,261,1389.0
0,100,261,1322.0
0,100,261,2132.0
0,100,261,1237.0
0,100,261,2540.0
0,110,261,40.0
0,110,261,1152.0
0,100,261,1152.0
0,100,261,40.0
0,100,261,2552.0
0,100,261,844.0
0,110,261,1355.0
0,100,261,1680.0
0,100,261,1603.0
0,100,261,2627.0
0,110,261,1680.0
0,110,261,2463.0
0,110,261,1534.0
0,100,261,1534.0
0,70,261,1546.0
0,100,261,832.0
0,70,261,94.0
0,250,1050,180.0
0,70,261,1438.0
0,70,261,1475.0
0,70,261,1256.0
0,250,874,2742.0
0,250,874,595.0
0,70,261,2517.0
0,70,261,1328.0
0,70,261,1328.0
0,70,261,1347.0
0,70,261,1909.0
0,250,874,2416.0
0,100,261,1154.0
0,250,261,2734.0
0,250,261,1482.0
0,150,261,2177.0
0,150,261,2177.0
0,70,261,1802.0
0,70,261,1784.0
0,70,261,1802.0
0,70,261,2113.0
0,70,261,1256.0
0,70,261,2113.0
0,70,261,1345.0
0,70,261,1457.0
0,70,261,1348.0
0,70,261,1437.0
0,70,261,1424.0
0,70,261,2631.0
0,70,261,2622.0
0,70,261,2631.0
0,70,261,2622.0
0,70,261,1664.0
0,70,261,1135.0
0,70,261,1689.0
0,70,261,1689.0
0,250,261,2734.0
0,250,261,2734.0
0,70,261,2734.0
0,70,261,2460.0
0,70,261,2277.0
0,70,261,2713.0
0,250,261,2734.0
0,70,261,1431.0
0,100,261,1728.0
0,250,261,2623.0
0,250,184,1393.0
0,250,261,1516.0
0,250,261,1520.0
0,36,189,2684.0
0,70,122,1411.0
0,70,122,1390.0
0,150,261,1922.0
0,150,261,1906.0
0,150,261,2517.0
0,150,261,2619.0
0,150,261,3.0
0,150,261,2315.0
0,150,261,913.0
0,150,261,2332.0
0,250,261,1755.0
0,250,261,1341.0
0,250,261,1761.0
0,250,261,2333.0
0,150,261,2332.0
0,70,261,1921.0
0,250,261,375.0
0,110,261,1854.0
0,110,261,1854.0
0,110,261,2684.0
0,250,261,1898.0
0,70,261,1421.0
0,70,261,1378.0
0,70,261,1411.0
0,70,261,2170.0
0,70,261,1603.0
0,70,261,1109.0
0,70,261,1109.0
0,70,261,2053.0
0,70,261,1827.0
0,70,261,1874.0
0,250,261,2070.0
0,100,261,1967.0
0,100,261,2563.0
0,100,261,2541.0
0,150,261,1391.0
0,70,261,2170.0
0,70,261,1540.0
0,150,261,2075.0
0,150,261,1025.0
0,150,261,2539.0
0,100,261,1252.0
0,100,261,2225.0
0,100,261,1967.0
0,250,261,875.0
0,250,261,799.0
0,250,261,755.0
0,70,261,1817.0
0,70,261,1809.0
0,70,261,1824.0
0,70,261,2542.0
0,70,261,2294.0
0,70,261,2128.0
0,79,124,195.0
0,250,261,1551.0
0,100,261,1551.0
0,400,189,1551.0
0,250,261,1545.0
0,400,261,824.0
0,150,261,1551.0
0,150,261,732.0
0,250,189,824.0
0,250,189,1277.0
0,250,189,664.0
0,70,261,1181.0
0,250,261,824.0
0,250,261,770.0
0,250,261,685.0
0,250,261,824.0
0,150,261,1093.0
0,250,261,1162.0
0,100,261,2545.0
0,250,261,1475.0
0,250,261,297.0
0,250,261,2608.0
0,110,189,1623.0
0,110,189,1083.0
0,250,261,2728.0
0,125,261,151.0
0,125,261,2596.0
0,110,189,1902.0
0,110,189,453.0
0,150,261,2517.0
0,110,261,1494.0
0,250,261,2588.0
0,250,261,2668.0
0,100,261,2013.0
0,100,261,2013.0
0,250,261,2588.0
0,70,261,2204.0
0,250,261,1540.0
0,150,261,868.0
0,150,261,1936.0
0,100,261,1978.0
0,70,261,2236.0
0,250,261,1812.0
0,250,261,1804.0
0,250,261,172.0
0,250,261,2643.0
0,70,189,1175.0
0,70,189,714.0
0,70,189,1175.0
0,70,189,714.0
0,70,189,1175.0
0,70,189,714.0
0,70,189,2236.0
0,400,261,1162.0
0,150,261,2280.0
0,150,261,2280.0
0,150,261,1494.0
0,400,261,1480.0
0,400,261,1493.0
0,400,261,1483.0
0,400,261,823.0
0,400,261,822.0
0,400,261,999.0
0,400,261,2078.0
0,400,261,1596.0
0,400,261,1596.0
0,400,261,1541.0
0,400,261,1541.0
0,400,261,1231.0
0,400,261,1231.0
0,400,261,2159.0
0,400,261,2159.0
0,400,261,2159.0
0,400,261,2741.0
0,400,261,2741.0
0,400,261,1596.0
0,400,261,1596.0
0,250,261,2491.0
0,250,261,1919.0
0,250,261,647.0
0,250,261,1390.0
0,250,261,647.0
0,250,261,1390.0
0,400,261,1404.0
0,400,261,1404.0
0,400,261,2339.0
0,400,261,2339.0
0,250,261,1596.0
0,250,261,1919.0
0,250,261,1830.0
0,250,261,2491.0
0,250,261,2495.0
0,250,261,686.0
0,250,261,647.0
0,250,261,2482.0
0,250,261,2551.0
0,250,261,342.0
0,250,261,1830.0
0,250,261,1830.0
0,250,261,2482.0
0,250,261,1637.0
0,250,261,2491.0
0,250,261,1830.0
0,250,261,1390.0
0,250,261,2491.0
0,250,261,1390.0
0,250,261,2678.0
0,250,261,2628.0
0,70,122,1707.0
0,70,122,2089.0
0,70,122,2089.0
0,70,261,2507.0
0,70,261,2523.0
0,70,261,2476.0
0,250,261,2628.0
0,110,261,1540.0
0,110,261,1664.0
0,110,261,2282.0
0,110,261,2272.0
0,110,261,587.0
0,250,261,2607.0
0,110,261,2119.0
0,110,261,2385.0
0,110,261,2119.0
0,110,261,1580.0
0,70,122,1906.0
0,250,261,1586.0
0,70,122,1399.0
0,70,122,1336.0
0,70,122,798.0
0,70,122,1413.0
0,70,261,748.0
0,70,261,1585.0
0,70,261,1084.0
0,70,261,1582.0
0,70,261,2483.0
0,70,261,1259.0
0,70,261,1208.0
0,70,261,1503.0
0,70,261,971.0
0,70,261,1516.0
0,70,261,1534.0
0,70,261,1274.0
0,70,261,1489.0
0,70,261,2476.0
0,70,261,1395.0
0,70,261,2498.0
0,70,261,2475.0
0,250,261,1079.0
0,250,261,1085.0
0,250,261,1012.0
0,250,261,1013.0
0,250,261,2217.0
0,70,261,1641.0
0,70,261,2152.0
0,70,261,2144.0
0,70,261,2155.0
0,70,261,2292.0
0,70,261,2152.0
0,70,261,2155.0
0,70,261,2144.0
0,70,261,2292.0
0,70,261,1295.0
0,70,261,1944.0
0,70,261,196.0
0,250,261,1539.0
0,100,347,1525.0
0,100,347,1522.0
0,70,122,2349.0
0,250,261,2488.0
0,250,261,2628.0
0,250,261,466.0
0,250,261,1586.0
0,150,261,1431.0
0,150,261,2513.0
0,150,261,2217.0
0,150,261,1431.0
0,150,261,1431.0
0,150,261,1448.0
0,150,261,1431.0
0,150,261,1431.0
0,110,261,1704.0
0,110,261,2348.0
0,100,261,2576.0
0,100,261,1053.0
0,70,261,1163.0
0,110,261,1704.0
0,100,261,2141.0
0,250,261,1906.0
0,250,261,1586.0
0,250,261,1906.0
0,250,261,637.0
0,250,261,560.0
0,250,261,1851.0
0,150,261,2391.0
0,150,261,1040.0
0,150,261,2391.0
0,110,261,830.0
0,250,261,1586.0
0,110,261,1621.0
0,250,261,2259.0
0,250,261,2259.0
0,110,261,2155.0
0,110,261,699.0
0,150,261,1020.0
0,150,261,1393.0
0,150,261,1621.0
0,250,261,1621.0
0,250,261,2618.0
0,250,261,1750.0
0,250,261,2625.0
0,250,261,2238.0
0,250,261,2628.0
0,145,124,1798.0
0,250,261,1866.0
0,250,261,2604.0
0,250,261,1770.0
0,110,261,696.0
0,110,261,297.0
0,110,261,52.0
0,110,261,1158.0
0,110,261,1127.0
0,250,261,2238.0
0,110,261,2608.0
0,110,261,2624.0
0,250,261,2628.0
0,250,261,2628.0
0,110,261,1757.0
0,70,261,1516.0
0,70,261,1516.0
0,70,261,1519.0
0,145,124,326.0
0,70,261,1516.0
0,250,261,2593.0
0,70,261,1519.0
0,110,261,1200.0
0,110,261,2601.0
0,110,261,1435.0
0,110,261,1447.0
0,110,261,2593.0
0,110,261,2271.0
0,110,261,1588.0
0,110,261,1421.0
0,110,261,1410.0
0,250,261,2236.0
0,250,261,2236.0
0,110,261,2719.0
0,110,261,2722.0
0,250,261,2503.0
0,250,261,2544.0
0,110,261,1364.0
0,110,261,1299.0
0,110,261,1796.0
0,110,261,1798.0
0,110,261,1547.0
0,110,261,1243.0
0,110,261,1086.0
0,110,261,1957.0
0,110,261,726.0
0,110,261,1349.0
0,110,261,438.0
0,110,261,711.0
0,110,261,2565.0
0,110,261,2565.0
0,110,261,1243.0
0,110,261,2523.0
0,110,261,1534.0
0,70,189,1908.0
0,110,261,1084.0
0,250,261,1214.0
0,210,261,2546.0
0,70,261,1546.0
0,70,261,1799.0
0,70,261,1333.0
0,70,261,1342.0
0,70,261,2426.0
0,250,261,876.0
0,250,261,876.0
0,250,261,129.0
0,250,261,2205.0
0,250,261,90.0
0,150,122,952.0
0,100,261,949.0
0,100,261,2506.0
0,100,261,2474.0
0,70,261,1999.0
0,250,261,2273.0
0,70,261,1356.0
0,70,261,2505.0
0,70,261,1973.0
0,70,261,2343.0
0,70,261,2503.0
0,70,261,2272.0
0,70,261,2272.0
0,70,261,2295.0
0,70,261,1445.0
0,70,261,978.0
0,70,261,1905.0
0,70,261,2074.0
0,70,261,1811.0
0,70,261,1798.0
0,70,261,1803.0
0,70,261,1850.0
0,70,261,1993.0
0,70,261,2287.0
0,70,261,2295.0
0,70,261,2287.0
0,70,261,2295.0
0,70,261,2673.0
0,70,261,2111.0
0,70,261,2505.0
0,70,261,1811.0
0,250,261,2265.0
0,250,261,2596.0
0,250,261,2663.0
0,250,261,2656.0
0,250,261,1494.0
0,250,261,1489.0
0,250,261,2265.0
0,250,261,1975.0
0,70,261,1383.0
0,70,261,1340.0
0,70,261,1728.0
0,70,261,2702.0
0,70,261,2640.0
0,70,261,2168.0
0,70,261,2702.0
0,70,261,2211.0
0,70,261,1474.0
0,70,261,1569.0
0,70,261,826.0
0,70,261,32.0
0,70,261,2364.0
0,70,261,2452.0
0,70,261,1496.0
0,70,261,2139.0
0,70,261,313.0
