arm_id,arm_altezza,arm_lmp_potenza_nominale,tmo_id,giorni_guasto,giorni_osservati_finora,pred_giorni_al_guasto,pred_giorni_residui
1129451,600.0,25.0,2065.0,0,414.0,2229.8904,1815.890380859375
164634,800.0,43.0,358.0,0,2711.0,1.1344668e+06,1131755.75
697896,20.0,20.0,189.0,0,1510.0,3.0772854e+18,3.077285381150866e+18
1105273,400.0,25.0,2177.0,0,780.0,1403.4233,623.42333984375
933420,0.0,41.0,1803.0,0,2241.0,1.8867998e+06,1884558.75
1077748,500.0,100.0,2065.0,0,841.0,3074.2349,2233.23486328125
1045314,930.0,37.0,1941.0,0,2606.0,6.1886267e+10,61886264786.0
479613,800.0,100.0,7.0,0,2241.0,1.3742161e+13,13742161000255.0
894517,450.0,32.0,189.0,0,1390.0,4.7556543,0.0
1133832,800.0,25.0,3360.0,0,780.0,2203.4731,1423.47314453125
993536,800.0,100.0,189.0,0,964.0,872.5987,0.0
948250,350.0,21.0,1813.0,0,1479.0,9825.466,8346.4658203125
750460,1000.0,21.0,2259.0,0,1510.0,150264.98,148754.984375
935658,0.0,52.4,3062.0,0,1145.0,31.868801,0.0
1297276,850.0,36.0,4768.0,0,24.0,33.193962,9.193962097167969
1293194,800.0,25.0,1362.0,0,49.0,136.33095,87.33094787597656
694679,400.0,70.0,189.0,0,1510.0,7.121466e+07,71213146.0
1195184,900.0,49.0,2417.0,0,324.0,417.52728,93.52728271484375
401134,800.0,100.0,613.0,0,2389.0,1.958517e+07,19582781.0
1278252,700.0,25.0,4683.0,0,49.0,58.47845,9.478450775146484
1255890,800.0,37.0,1379.0,0,49.0,50.862057,1.8620567321777344
457225,300.0,18.0,612.0,0,2241.0,9.203333e+10,92033324863.0
993499,800.0,100.0,189.0,0,964.0,872.5987,0.0
691786,800.0,250.0,189.0,0,1510.0,1.3696386e+08,136962346.0
917884,400.0,39.0,2980.0,0,1145.0,2078.2476,933.24755859375
1098136,900.0,37.5,3718.0,0,486.0,1226.5702,740.5701904296875
461115,900.0,50.0,550.0,0,2241.0,2.8778e+08,287777759.0
1200147,900.0,34.0,2406.0,0,324.0,314.21597,0.0
733160,400.0,28.0,3227.0,0,1510.0,173282.47,171772.46875
909204,550.0,100.0,225.0,0,1390.0,1555.2869,165.286865234375
647353,1200.0,250.0,66.0,0,1936.0,2.9499757e+08,294995632.0
185592,0.0,14.5,1317.0,0,2450.0,5.380052e+09,5380049518.0
856691,800.0,100.0,189.0,0,1237.0,1043.7123,0.0
1020683,0.0,21.0,2270.0,0,1145.0,13212.723,12067.72265625
1040567,0.0,40.0,189.0,0,720.0,35.43263,0.0
412838,600.0,150.0,189.0,0,2299.0,1.00065656e+08,100063357.0
1291587,800.0,36.5,1362.0,0,49.0,301.2582,252.25820922851562
1043848,800.0,52.0,1941.0,0,2606.0,1.783089e+17,1.783089001880591e+17
970977,800.0,100.0,941.0,0,955.0,988.44586,33.44586181640625
315512,0.0,73.0,124.0,0,3366.0,8.0511405e+08,805110682.0
1076925,900.0,150.0,2065.0,0,841.0,2688.761,1847.760986328125
