arm_id,arm_altezza,arm_lmp_potenza_nominale,tmo_id,giorni_guasto,giorni_osservati_finora
937882,0.0,22.0,3075.0,0,1145.0
1018932,0.0,50.0,189.0,0,1694.0
278748,0.0,70.0,194.0,0,3412.0
692410,800.0,40.0,189.0,0,1510.0
707933,750.0,67.0,722.0,0,1510.0
647191,0.0,100.0,189.0,0,1936.0
869161,0.0,32.0,1718.0,0,1420.0
1286310,0.0,35.0,2065.0,0,110.0
1036146,0.0,30.0,3647.0,0,780.0
745753,800.0,30.0,2201.0,0,1510.0
944662,0.0,48.0,358.0,0,1145.0
312200,0.0,110.0,261.0,0,3366.0
1245066,400.0,19.9,2165.0,0,263.0
407504,800.0,76.0,749.0,0,2299.0
488343,800.0,100.0,9.0,0,2241.0
1156196,1000.0,250.0,613.0,0,414.0
674329,0.0,37.0,749.0,0,1875.0
1030284,300.0,70.0,457.0,0,797.0
1231200,800.0,75.0,2089.0,0,414.0
274420,0.0,100.0,189.0,0,3412.0
1183711,420.0,28.0,1745.0,0,414.0
1034170,800.0,60.0,100.0,0,780.0
653683,820.0,76.0,550.0,0,1936.0
376976,1000.0,150.0,640.0,0,2416.0
687340,0.0,22.0,550.0,0,1654.0
1287315,0.0,49.0,1541.0,0,49.0
321694,0.0,70.0,189.0,0,3366.0
968112,900.0,56.0,2208.0,0,1145.0
739687,0.0,41.0,1718.0,0,1390.0
970709,400.0,31.0,3062.0,0,1145.0
1015910,500.0,29.0,2993.0,0,1875.0
1040678,0.0,40.0,189.0,0,720.0
1071225,0.0,100.0,189.0,0,4981.0
1253918,900.0,25.0,772.0,0,49.0
495647,700.0,40.5,941.0,0,2820.0
910134,350.0,70.0,2769.0,0,1390.0
1153214,650.0,25.0,2201.0,0,780.0
407795,900.0,29.0,225.0,0,2299.0
1001060,800.0,150.0,189.0,0,933.0
275082,0.0,100.0,189.0,0,3412.0
1018566,0.0,70.0,189.0,0,1694.0
1054705,800.0,21.0,1803.0,0,1510.0
1110113,550.0,50.0,3949.0,0,780.0
164406,620.0,70.0,50.0,0,2711.0
530372,850.0,100.0,189.0,0,2241.0
670435,400.0,45.0,286.0,0,1875.0
138066,0.0,42.5,550.0,0,2887.0
485241,800.0,50.0,613.0,0,2241.0
1205639,0.0,18.0,613.0,0,1145.0
934103,0.0,,550.0,0,1021.0
987441,1000.0,50.0,1803.0,0,1145.0
1025950,0.0,80.0,189.0,0,1145.0
1249107,950.0,54.0,3670.0,0,414.0
1254169,800.0,81.0,2286.0,0,49.0
1046459,950.0,37.0,1941.0,0,2606.0
1105395,800.0,90.0,3954.0,0,780.0
927258,1000.0,70.0,1220.0,0,1145.0
1001109,800.0,150.0,189.0,0,933.0
687549,0.0,20.0,550.0,0,1654.0
712767,500.0,49.0,776.0,0,1510.0
1247242,1000.0,55.9,1051.0,0,263.0
1165046,0.0,32.5,550.0,0,414.0
874284,900.0,60.0,2803.0,0,1176.0
553192,700.0,16.0,1725.0,0,2254.0
543998,800.0,32.0,1718.0,0,2535.0
1151199,400.0,30.0,2177.0,0,780.0
749433,700.0,34.5,1344.0,0,1510.0
280473,0.0,70.0,189.0,0,3412.0
1027709,0.0,58.0,189.0,0,1145.0
963775,0.0,125.0,189.0,0,1114.0
716247,50.0,40.5,2108.0,0,1510.0
1200782,580.0,70.0,1152.0,0,324.0
466230,300.0,11.0,599.0,0,2241.0
741696,600.0,40.5,776.0,0,1375.0
936314,0.0,27.0,358.0,0,1145.0
1292845,0.0,10.0,2164.0,0,49.0
1123602,0.0,100.0,263.0,0,475.0
1185622,820.0,21.0,3670.0,0,414.0
828935,100.0,10.8,1814.0,0,1289.0
1054275,800.0,37.0,1803.0,0,1510.0
1186639,920.0,53.0,3719.0,0,414.0
1299790,1000.0,25.0,3360.0,0,414.0
950619,800.0,28.0,750.0,0,1479.0
1000442,800.0,90.0,189.0,0,933.0
671671,0.0,70.0,189.0,0,1875.0
1126576,700.0,95.0,613.0,0,1510.0
1207124,0.0,150.0,2065.0,0,202.0
160286,820.0,100.0,2.0,0,2711.0
1163202,0.0,32.5,550.0,0,414.0
968912,500.0,22.0,3365.0,0,1145.0
697926,650.0,100.0,189.0,0,1510.0
638528,0.0,250.0,189.0,0,1936.0
1054425,800.0,21.0,1803.0,0,1510.0
174029,900.0,100.0,2.0,0,2699.0
1086014,850.0,27.0,3670.0,0,780.0
400961,400.0,70.0,729.0,0,2389.0
274507,0.0,70.0,189.0,0,3412.0
1186852,1020.0,40.0,3800.0,0,414.0
1035406,600.0,40.0,3633.0,0,780.0
971204,600.0,22.0,1947.0,0,924.0
1193153,1200.0,110.0,2429.0,0,324.0
160754,820.0,43.0,358.0,0,2711.0
1183812,320.0,28.0,1745.0,0,414.0
1192641,900.0,61.0,2443.0,0,324.0
1272236,700.0,18.0,1379.0,0,49.0
278005,0.0,150.0,1241.0,0,3412.0
923123,900.0,150.0,2959.0,0,1145.0
170680,0.0,58.0,549.0,0,2711.0
484360,500.0,150.0,601.0,0,2241.0
913852,0.0,22.0,1344.0,0,1510.0
867110,600.0,28.0,2781.0,0,1510.0
1178807,500.0,15.0,2089.0,0,414.0
943506,0.0,40.0,776.0,0,1145.0
630255,0.0,100.0,189.0,0,1936.0
1243569,800.0,50.0,2065.0,0,263.0
939886,0.0,48.0,358.0,0,1145.0
173706,900.0,100.0,66.0,0,2699.0
898789,950.0,100.0,189.0,0,1510.0
1055168,400.0,19.0,1745.0,0,1510.0
327752,0.0,100.0,261.0,0,3366.0
1207423,700.0,150.0,2065.0,0,202.0
1129451,600.0,25.0,2065.0,0,414.0
164634,800.0,43.0,358.0,0,2711.0
697896,20.0,20.0,189.0,0,1510.0
1105273,400.0,25.0,2177.0,0,780.0
933420,0.0,41.0,1803.0,0,2241.0
1077748,500.0,100.0,2065.0,0,841.0
1045314,930.0,37.0,1941.0,0,2606.0
479613,800.0,100.0,7.0,0,2241.0
894517,450.0,32.0,189.0,0,1390.0
1133832,800.0,25.0,3360.0,0,780.0
993536,800.0,100.0,189.0,0,964.0
948250,350.0,21.0,1813.0,0,1479.0
750460,1000.0,21.0,2259.0,0,1510.0
935658,0.0,52.4,3062.0,0,1145.0
1297276,850.0,36.0,4768.0,0,24.0
1293194,800.0,25.0,1362.0,0,49.0
694679,400.0,70.0,189.0,0,1510.0
1195184,900.0,49.0,2417.0,0,324.0
401134,800.0,100.0,613.0,0,2389.0
1278252,700.0,25.0,4683.0,0,49.0
1255890,800.0,37.0,1379.0,0,49.0
457225,300.0,18.0,612.0,0,2241.0
993499,800.0,100.0,189.0,0,964.0
691786,800.0,250.0,189.0,0,1510.0
917884,400.0,39.0,2980.0,0,1145.0
1098136,900.0,37.5,3718.0,0,486.0
461115,900.0,50.0,550.0,0,2241.0
1200147,900.0,34.0,2406.0,0,324.0
733160,400.0,28.0,3227.0,0,1510.0
909204,550.0,100.0,225.0,0,1390.0
647353,1200.0,250.0,66.0,0,1936.0
185592,0.0,14.5,1317.0,0,2450.0
856691,800.0,100.0,189.0,0,1237.0
1020683,0.0,21.0,2270.0,0,1145.0
1040567,0.0,40.0,189.0,0,720.0
412838,600.0,150.0,189.0,0,2299.0
1291587,800.0,36.5,1362.0,0,49.0
1043848,800.0,52.0,1941.0,0,2606.0
970977,800.0,100.0,941.0,0,955.0
315512,0.0,73.0,124.0,0,3366.0
1076925,900.0,150.0,2065.0,0,841.0
1268461,800.0,26.0,2297.0,0,49.0
1192766,800.0,25.0,2402.0,0,324.0
1176357,750.0,35.0,189.0,0,233.0
903447,900.0,100.0,189.0,0,1510.0
969711,850.0,65.0,3360.0,0,1145.0
740423,350.0,40.5,776.0,0,1378.0
1192493,0.0,20.0,2403.0,0,324.0
1222447,900.0,50.0,2065.0,0,263.0
1272988,700.0,33.0,4683.0,0,49.0
1118482,1000.0,150.0,2.0,0,780.0
638737,1200.0,100.0,189.0,0,1936.0
487558,1000.0,150.0,8.0,0,2241.0
697303,400.0,70.0,189.0,0,1510.0
751570,1000.0,98.0,2257.0,0,1510.0
1115935,0.0,90.0,122.0,0,414.0
740514,400.0,50.0,722.0,0,1378.0
1171397,600.0,70.0,215.0,0,414.0
851529,700.0,56.0,2208.0,0,1510.0
1146047,800.0,25.0,4096.0,0,414.0
1221583,350.0,41.0,1745.0,0,324.0
469381,600.0,30.0,774.0,0,2241.0
1213956,1150.0,10.0,2065.0,0,414.0
635168,1200.0,150.0,189.0,0,1936.0
951595,550.0,30.5,1813.0,0,1479.0
1214215,400.0,100.0,2065.0,0,414.0
1071195,0.0,70.0,189.0,0,4981.0
480069,450.0,40.0,1622.0,0,2241.0
1245414,800.0,27.7,1051.0,0,263.0
312811,0.0,100.0,144.0,0,3366.0
1200472,900.0,61.0,2443.0,0,324.0
1127357,0.0,70.0,8.0,0,414.0
701503,400.0,27.0,372.0,0,1510.0
1232646,800.0,35.0,2089.0,0,414.0
163393,0.0,70.0,276.0,0,2711.0
694756,400.0,70.0,189.0,0,1510.0
478850,800.0,40.0,1051.0,0,2241.0
706294,850.0,57.0,722.0,0,1510.0
917586,700.0,100.0,100.0,0,1145.0
981246,500.0,35.0,3387.0,0,1145.0
1146336,500.0,30.0,4090.0,0,414.0
1209360,700.0,30.0,2089.0,0,780.0
1105271,900.0,90.0,3954.0,0,780.0
997517,800.0,100.0,189.0,0,964.0
1042052,700.0,40.0,774.0,0,778.0
336445,0.0,125.0,189.0,0,3312.0
1263884,400.0,26.0,425.0,0,49.0
487323,800.0,30.0,550.0,0,2241.0
503567,800.0,100.0,613.0,0,2241.0
1137802,800.0,55.0,4085.0,0,355.0
1141343,1000.0,100.0,2065.0,0,536.0
1146186,800.0,65.0,440.0,0,414.0
1050379,800.0,71.0,2254.0,0,2606.0
1043207,800.0,37.0,1941.0,0,2606.0
550079,500.0,19.0,624.0,0,2821.0
477858,650.0,50.0,613.0,0,2241.0
1173826,800.0,82.4,3252.0,0,780.0
1259054,500.0,13.0,2292.0,0,49.0
179953,400.0,150.0,573.0,0,2699.0
1060614,900.0,30.0,3723.0,0,780.0
1268983,600.0,26.0,2297.0,0,49.0
461640,800.0,40.0,1051.0,0,2241.0
628285,1200.0,100.0,531.0,0,1936.0
1049733,800.0,28.0,749.0,0,2606.0
1050974,800.0,37.0,1941.0,0,2606.0
336531,0.0,125.0,189.0,0,3312.0
456661,550.0,30.0,1619.0,0,2241.0
998328,700.0,100.0,189.0,0,964.0
1068710,250.0,14.0,2065.0,0,689.0
1041662,0.0,50.0,189.0,0,720.0
946028,0.0,34.0,189.0,0,1145.0
1228652,400.0,15.4,3226.0,0,414.0
279620,0.0,70.0,189.0,0,3412.0
852691,800.0,56.0,772.0,0,1510.0
708243,800.0,57.0,722.0,0,1510.0
948227,1000.0,44.0,1867.0,0,1479.0
401435,800.0,250.0,640.0,0,2389.0
1184498,920.0,94.0,1383.0,0,414.0
904897,400.0,150.0,189.0,0,1510.0
1130070,900.0,70.0,2065.0,0,414.0
378866,900.0,100.0,613.0,0,2416.0
1077967,1100.0,150.0,2065.0,0,841.0
1127220,0.0,70.0,8.0,0,414.0
473933,800.0,70.0,1376.0,0,2241.0
1285998,1500.0,1068.0,189.0,0,294.0
1045299,930.0,37.0,1941.0,0,2606.0
652417,0.0,70.0,189.0,0,1936.0
1284631,300.0,17.0,1745.0,0,1145.0
750191,500.0,21.0,2259.0,0,1510.0
490059,600.0,35.0,611.0,0,2241.0
1119245,700.0,100.0,157.0,0,780.0
1236735,600.0,44.8,1344.0,0,1510.0
1208355,300.0,25.0,2177.0,0,780.0
936698,0.0,48.0,358.0,0,1145.0
460415,750.0,100.0,613.0,0,2241.0
1123893,0.0,100.0,4016.0,0,475.0
457769,450.0,30.0,1619.0,0,2241.0
1217918,650.0,45.0,2201.0,0,414.0
1108899,450.0,25.0,3361.0,0,780.0
1071110,0.0,150.0,189.0,0,4981.0
737362,550.0,26.0,1517.0,0,1390.0
646658,650.0,21.5,722.0,0,1936.0
1205240,800.0,48.0,1317.0,0,1145.0
1037845,1000.0,76.0,3667.0,0,1510.0
139047,0.0,61.0,550.0,0,2887.0
891884,850.0,70.0,189.0,0,1359.0
637823,1200.0,150.0,262.0,0,1936.0
996321,500.0,100.0,189.0,0,964.0
1144068,700.0,125.0,189.0,0,535.0
1116765,0.0,100.0,122.0,0,414.0
743610,350.0,49.0,722.0,0,1373.0
933298,0.0,30.0,1803.0,0,2241.0
1067606,800.0,30.5,1867.0,0,2274.0
1097170,500.0,15.0,3905.0,0,628.0
783238,800.0,19.0,758.0,0,1510.0
707425,2500.0,87.0,677.0,0,1510.0
747587,800.0,44.0,550.0,0,1367.0
720054,1050.0,84.0,2108.0,0,1465.0
942693,0.0,42.0,358.0,0,1145.0
630345,0.0,32.0,758.0,0,1936.0
1193133,1200.0,110.0,2429.0,0,324.0
865937,850.0,28.0,2781.0,0,1510.0
411504,130.0,6.0,189.0,0,2299.0
1090407,800.0,30.0,3361.0,0,598.0
919235,800.0,70.0,1278.0,0,1145.0
1099983,700.0,45.0,772.0,0,780.0
724518,700.0,27.0,2168.0,0,1510.0
754395,0.0,70.0,35.0,0,1510.0
1196639,800.0,100.0,1180.0,0,324.0
1127169,0.0,70.0,8.0,0,414.0
652764,0.0,100.0,189.0,0,1936.0
945370,0.0,40.0,645.0,0,1145.0
1199987,0.0,70.0,105.0,0,324.0
989473,500.0,100.0,189.0,0,964.0
1121316,700.0,100.0,2065.0,0,414.0
1171306,600.0,70.0,215.0,0,414.0
1236734,500.0,31.0,1805.0,0,1510.0
498836,900.0,150.0,640.0,0,2241.0
178130,600.0,70.0,1.0,0,2699.0
1130672,800.0,70.0,2065.0,0,414.0
1233064,450.0,20.0,2177.0,0,414.0
911759,550.0,70.0,225.0,0,1390.0
942507,0.0,52.4,3062.0,0,1145.0
717886,900.0,250.0,241.0,0,1510.0
318161,0.0,110.0,1001.0,0,3366.0
378009,800.0,100.0,613.0,0,2416.0
652010,0.0,250.0,468.0,0,1936.0
175770,400.0,70.0,425.0,0,2699.0
563131,10.0,70.0,144.0,0,2241.0
328235,0.0,100.0,261.0,0,3366.0
280205,0.0,100.0,1241.0,0,3412.0
474377,900.0,57.0,550.0,0,2204.0
466642,1100.0,71.0,1362.0,0,2241.0
1104981,800.0,90.0,3954.0,0,780.0
398513,500.0,250.0,611.0,0,2389.0
981307,500.0,17.0,3387.0,0,1145.0
1136223,0.0,250.0,2065.0,0,355.0
1116120,0.0,90.0,122.0,0,414.0
1029965,800.0,100.0,8.0,0,797.0
1301371,950.0,90.0,3360.0,0,414.0
960495,900.0,104.0,100.0,0,1145.0
396188,500.0,70.0,603.0,0,2389.0
401932,800.0,100.0,640.0,0,2389.0
1097145,800.0,39.5,1155.0,0,628.0
993191,1000.0,250.0,189.0,0,964.0
465671,300.0,35.0,612.0,0,2241.0
923216,300.0,70.0,11.0,0,1145.0
726558,1.0,10.0,189.0,0,1510.0
991186,900.0,100.0,189.0,0,964.0
1164097,0.0,47.0,550.0,0,414.0
969623,500.0,29.0,3365.0,0,1145.0
1121484,750.0,100.0,2065.0,0,414.0
940860,0.0,2.0,189.0,0,1145.0
864334,400.0,28.0,2781.0,0,1510.0
859909,700.0,70.0,189.0,0,1237.0
169114,520.0,22.0,754.0,0,2711.0
719406,0.0,40.0,1867.0,0,1487.0
1015032,0.0,70.0,189.0,0,1025.0
336063,0.0,0.0,189.0,0,3312.0
277082,0.0,100.0,906.0,0,3412.0
704710,900.0,84.0,722.0,0,1510.0
581725,700.0,102.0,550.0,0,2210.0
1062039,800.0,30.0,3723.0,0,780.0
636550,500.0,70.0,262.0,0,1936.0
692336,800.0,250.0,189.0,0,1510.0
1030336,700.0,70.0,7.0,0,797.0
1249870,900.0,41.0,3670.0,0,414.0
173745,800.0,100.0,66.0,0,2699.0
983746,0.0,5.0,189.0,0,1145.0
1033509,500.0,100.0,189.0,0,994.0
843697,900.0,61.0,440.0,0,1510.0
702906,800.0,67.0,722.0,0,1510.0
647694,1200.0,100.0,189.0,0,1936.0
1174263,600.0,80.0,4118.0,0,780.0
1262008,1200.0,100.0,189.0,0,49.0
1266907,500.0,16.0,1344.0,0,49.0
695073,450.0,70.0,189.0,0,1510.0
963870,0.0,100.0,189.0,0,1114.0
1206823,750.0,70.0,2065.0,0,202.0
273267,0.0,70.0,189.0,0,3412.0
279179,0.0,50.0,906.0,0,3412.0
983088,0.0,35.0,1745.0,0,1145.0
461981,500.0,30.0,1609.0,0,2241.0
404671,800.0,100.0,8.0,0,2389.0
1184847,920.0,67.0,3719.0,0,414.0
549229,900.0,42.0,1717.0,0,2319.0
1187000,820.0,27.0,3670.0,0,414.0
466310,950.0,70.0,1317.0,0,2241.0
1074067,600.0,20.0,3707.0,0,780.0
1174079,900.0,51.6,3252.0,0,780.0
1052089,800.0,52.0,1941.0,0,2606.0
753331,0.0,70.0,601.0,0,1510.0
980977,400.0,19.0,189.0,0,407.0
990803,0.0,70.0,189.0,0,964.0
1031087,650.0,27.0,3367.0,0,964.0
564405,800.0,86.0,1761.0,0,2101.0
404608,800.0,100.0,8.0,0,2389.0
1279862,700.0,19.0,2297.0,0,49.0
487215,700.0,30.0,613.0,0,2241.0
1151438,900.0,50.0,4108.0,0,780.0
1284484,400.0,17.0,1745.0,0,1145.0
1187963,820.0,27.0,3670.0,0,414.0
711113,700.0,54.0,1342.0,0,1510.0
1268116,700.0,23.0,2297.0,0,49.0
1287800,500.0,19.0,1811.0,0,49.0
465495,800.0,150.0,7.0,0,2241.0
471168,800.0,150.0,1373.0,0,2241.0
297684,900.0,100.0,100.0,0,3388.0
